data_num,Week,$\mu^c$,$\beta^c$,$\sigma^c$,$Delta^c$,$Omicron^c$,$Policy^c$,$Policy^p$,RI,label,beta,gamma,R0,Re,growth_rate,doubling_time,sir_fit_r2,sir_residual,sir_rel_residual,Re_trend,peak_estimate,initial_cases,final_cases,case_ratio,sir_reliable,policy_mean_H2_Testing policy,policy_start_H2_Testing policy,policy_end_H2_Testing policy,policy_slope_H2_Testing policy,policy_mean_H3_Contact tracing,policy_start_H3_Contact tracing,policy_end_H3_Contact tracing,policy_slope_H3_Contact tracing,policy_mean_StringencyIndex_Average,policy_start_StringencyIndex_Average,policy_end_StringencyIndex_Average,policy_slope_StringencyIndex_Average,policy_mean_E2_Debt/contract relief,policy_start_E2_Debt/contract relief,policy_end_E2_Debt/contract relief,policy_slope_E2_Debt/contract relief,policy_mean_E1_Income support,policy_start_E1_Income support,policy_end_E1_Income support,policy_slope_E1_Income support,policy_mean_C7M_Restrictions on internal movement,policy_start_C7M_Restrictions on internal movement,policy_end_C7M_Restrictions on internal movement,policy_slope_C7M_Restrictions on internal movement,policy_mean_C8EV_International travel controls,policy_start_C8EV_International travel controls,policy_end_C8EV_International travel controls,policy_slope_C8EV_International travel controls,policy_mean_H1_Public information campaigns,policy_start_H1_Public information campaigns,policy_end_H1_Public information campaigns,policy_mean_C3M_Cancel public events,policy_start_C3M_Cancel public events,policy_end_C3M_Cancel public events,policy_slope_C3M_Cancel public events,policy_mean_C4M_Restrictions on gatherings,policy_start_C4M_Restrictions on gatherings,policy_end_C4M_Restrictions on gatherings,policy_slope_C4M_Restrictions on gatherings,policy_mean_C1M_School closing,policy_start_C1M_School closing,policy_end_C1M_School closing,policy_slope_C1M_School closing,policy_mean_C6M_Stay at home requirements,policy_start_C6M_Stay at home requirements,policy_end_C6M_Stay at home requirements,policy_slope_C6M_Stay at home requirements,policy_mean_C2M_Workplace closing,policy_start_C2M_Workplace closing,policy_end_C2M_Workplace closing,policy_slope_C2M_Workplace closing,policy_mean_H7_Vaccination policy,policy_start_H7_Vaccination policy,policy_end_H7_Vaccination policy,policy_slope_H7_Vaccination policy,growth_rate_mean,growth_rate_max
0,1,0.3831,0.0282,0.2684,0,0,0.5816,0.7679,-0.007035618832869,0,0.4538,0.1339,3.39,3.39,0.3199,2.2,-1.4924,-325.0,-1.1729,-0.2846,2292.5,1,276,138.048,0,1.8571428571428572,1.0,2.0,0.03506493506493507,1.6666666666666667,1.0,2.0,0.06363636363636363,34.831428571428575,31.48,55.56,0.7997792207792209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,1.0,0.02467532467532467,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.1904761904761905,1.0,2.0,0.04415584415584417,0.38095238095238093,0.0,2.0,0.08831168831168829,3.0,3.0,3.0,0.0,0.09523809523809523,0.0,1.0,0.02467532467532467,0.047619047619047616,0.0,1.0,0.012987012987012984,0.0,0.0,0.0,0.0,0.1439650699352628,0.382834229729487
1,2,0.3803,0.0199,0.264,0,0,0.5913,0.7725,-0.0072580037208271,0,0.4446,0.1366,3.254,3.254,0.308,2.3,-2.0299,-348.6,-2.7806,-0.24,2233.2,1,124,62.19,0,1.9047619047619047,1.0,2.0,0.024675324675324677,1.7142857142857142,1.0,2.0,0.05844155844155845,35.978095238095236,31.48,55.56,1.0211038961038965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.03506493506493506,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.2380952380952381,1.0,2.0,0.051948051948051945,0.47619047619047616,0.0,2.0,0.10389610389610389,3.0,3.0,3.0,0.0,0.14285714285714285,0.0,1.0,0.03506493506493506,0.09523809523809523,0.0,1.0,0.02467532467532467,0.0,0.0,0.0,0.0,0.18267863135662632,0.6917762515465624
2,3,0.3912,0.013,0.2529,0,0,0.601,0.7771,-0.0077170669361755,0,0.3363,0.1835,1.832,1.832,0.1528,4.5,-1.4272,-344.2,-2.1687,-0.2757,1464.4,23,157,6.399,0,1.9523809523809523,1.0,2.0,0.012987012987012962,1.7619047619047619,1.0,2.0,0.05194805194805195,37.1247619047619,31.48,55.56,1.2111558441558443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,1.0,0.04415584415584414,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.2857142857142858,1.0,2.0,0.05844155844155843,0.5714285714285714,0.0,2.0,0.11688311688311687,3.0,3.0,3.0,0.0,0.19047619047619047,0.0,1.0,0.04415584415584414,0.14285714285714285,0.0,1.0,0.03506493506493506,0.0,0.0,0.0,0.0,0.22717437995436082,0.8585392283578581
3,4,0.3782,0.0039,0.2529,0,0,0.6107,0.7818,-0.0078541052838719,0,0.2322,0.1754,1.324,1.324,0.0568,12.2,-0.5337,-293.5,-2.217,-0.2749,989.3,136,131,0.957,0,2.0,2.0,2.0,0.0,1.8095238095238095,1.0,2.0,0.044155844155844164,38.271428571428565,31.48,55.56,1.3699350649350652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,1.0,0.051948051948051945,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.3333333333333333,1.0,2.0,0.06363636363636363,0.6666666666666666,0.0,2.0,0.12727272727272726,3.0,3.0,3.0,0.0,0.23809523809523808,0.0,1.0,0.051948051948051945,0.19047619047619047,0.0,1.0,0.04415584415584414,0.0,0.0,0.0,0.0,0.26235260990201426,0.8585392283578581
4,5,0.38,-0.0049,0.2505,0,0,0.6204,0.7864,-0.0079600434229429,0,0.2062,0.1776,1.161,1.161,0.0286,24.2,-0.3903,-240.5,-1.9526,-0.2636,849.3,204,122,0.594,0,2.0,2.0,2.0,0.0,1.8571428571428572,1.0,2.0,0.03506493506493507,39.418095238095226,31.48,55.56,1.4974415584415584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.05844155844155843,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.380952380952381,1.0,2.0,0.06753246753246753,0.7619047619047619,0.0,2.0,0.13506493506493505,3.0,3.0,3.0,0.0,0.2857142857142857,0.0,1.0,0.05844155844155843,0.23809523809523808,0.0,1.0,0.051948051948051945,0.0,0.0,0.0,0.0,0.27865217632616984,0.8585392283578581
5,6,0.3752,-0.012,0.2557,0,0,0.6301,0.791,-0.0079607802523707,0,0.1942,0.1784,1.089,1.089,0.0158,43.8,-0.3189,-209.9,-1.9186,-0.2294,786.1,231,108,0.465,0,2.0,2.0,2.0,0.0,1.9047619047619047,1.0,2.0,0.024675324675324677,40.5647619047619,31.48,55.56,1.5936753246753252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.06363636363636363,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.4285714285714286,1.0,2.0,0.07012987012987014,0.8571428571428571,0.0,2.0,0.14025974025974028,3.0,3.0,3.0,0.0,0.3333333333333333,0.0,1.0,0.06363636363636363,0.2857142857142857,0.0,1.0,0.05844155844155843,0.0,0.0,0.0,0.0,0.2776554072070113,0.8585392283578581
6,0,0.3706,-0.0189,0.2623,0,0,0.6398,0.7957,-0.0079916608178513,0,0.2201,0.1768,1.245,1.245,0.0433,16.0,-0.9868,-218.5,-2.9072,-0.1609,922.2,123,74,0.598,0,2.0,2.0,2.0,0.0,1.9523809523809523,1.0,2.0,0.012987012987012962,41.71142857142856,31.48,55.56,1.658636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38095238095238093,0.0,1.0,0.06753246753246753,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.4761904761904763,1.0,2.0,0.07142857142857144,0.9523809523809523,0.0,2.0,0.14285714285714285,3.0,3.0,3.0,0.0,0.38095238095238093,0.0,1.0,0.06753246753246753,0.3333333333333333,0.0,1.0,0.06363636363636363,0.0,0.0,0.0,0.0,0.2674950365691424,0.8585392283578581
7,1,0.3653,-0.0257,0.2688,0,0,0.6495,0.8003,-0.0080259359124144,0,0.2305,0.1772,1.301,1.3,0.0533,13.0,-1.2022,-198.9,-3.3332,-0.1119,971.5,88,58,0.654,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,42.858095238095224,31.48,55.56,1.6923246753246757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,1.0,0.07012987012987014,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.5238095238095237,1.0,2.0,0.07142857142857145,1.0476190476190477,0.0,2.0,0.14285714285714285,3.0,3.0,3.0,0.0,0.42857142857142855,0.0,1.0,0.07012987012987014,0.38095238095238093,0.0,1.0,0.06753246753246753,0.0,0.0,0.0,0.0,0.25507661700627643,0.8585392283578581
8,2,0.3626,-0.0335,0.2718,0,0,0.6592,0.8049,-0.0079949879269496,0,0.1747,0.1786,0.978,0.978,-0.0039,176.1,-0.2966,-129.8,-1.4962,-0.0714,707.7,233,85,0.366,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,44.00476190476189,31.48,55.56,1.69474025974026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,0.0,1.0,0.07142857142857142,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.5714285714285714,1.0,2.0,0.07012987012987013,1.1428571428571428,0.0,2.0,0.14025974025974025,3.0,3.0,3.0,0.0,0.47619047619047616,0.0,1.0,0.07142857142857142,0.42857142857142855,0.0,1.0,0.07012987012987014,0.0,0.0,0.0,0.0,0.2429757634140408,0.8585392283578581
9,3,0.3532,-0.0391,0.2792,0,0,0.6689,0.8095,-0.0079974715723802,0,0.1033,0.1506,0.686,0.686,-0.0473,14.7,0.4088,-85.6,-1.0774,-0.0438,707.7,422,78,0.185,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,45.15142857142856,31.48,55.56,1.6658831168831174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238095238095238,0.0,1.0,0.07142857142857142,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.619047619047619,1.0,2.0,0.06753246753246753,1.2380952380952381,0.0,2.0,0.13506493506493508,3.0,3.0,3.0,0.0,0.5238095238095238,0.0,1.0,0.07142857142857142,0.47619047619047616,0.0,1.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.2313544631503032,0.8585392283578581
10,4,0.3362,-0.0405,0.2825,0,0,0.6786,0.8142,-0.0081069870289892,0,0.0917,0.1668,0.55,0.549,-0.0751,9.2,0.7303,1.7,0.0133,-0.0238,692.9,556,125,0.225,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,46.29809523809523,31.48,55.56,1.605753246753247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,1.0,0.07012987012987013,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.6666666666666667,1.0,2.0,0.06363636363636363,1.3333333333333333,0.0,2.0,0.12727272727272726,3.0,3.0,3.0,0.0,0.5714285714285714,0.0,1.0,0.07012987012987013,0.5238095238095238,0.0,1.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.22047705863620926,0.8585392283578581
11,5,0.3169,-0.0427,0.2882,0,0,0.6883,0.8188,-0.0080870903725056,0,0.0706,0.2,0.353,0.353,-0.1294,5.4,0.9651,34.9,0.3485,-0.0014,852.9,852,99,0.116,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,47.444761904761904,31.48,55.56,1.5143506493506493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6190476190476191,0.0,1.0,0.06753246753246754,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.7142857142857142,1.0,2.0,0.05844155844155845,1.4285714285714286,0.0,2.0,0.1168831168831169,3.0,3.0,3.0,0.0,0.6190476190476191,0.0,1.0,0.06753246753246754,0.5714285714285714,0.0,1.0,0.07012987012987013,0.0,0.0,0.0,0.0,0.21095879007439822,0.8585392283578581
12,6,0.3694,-0.0481,0.3301,0,0,0.6993,0.8148,-0.0080173839171501,0,0.0888,0.2,0.444,0.444,-0.1112,6.2,0.9198,46.4,0.395,0.019,647.8,647,116,0.179,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,48.591428571428565,31.48,55.56,1.391675324675325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.06363636363636363,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.7619047619047619,1.0,2.0,0.05194805194805195,1.5238095238095237,0.0,2.0,0.1038961038961039,3.0,3.0,3.0,0.0,0.6666666666666666,0.0,1.0,0.06363636363636363,0.6190476190476191,0.0,1.0,0.06753246753246754,0.0,0.0,0.0,0.0,0.2027931644087823,0.8585392283578581
13,0,0.3356,-0.0448,0.3144,0,0,0.7103,0.8109,-0.0079533182866599,0,0.0718,0.2,0.359,0.359,-0.1282,5.4,0.9469,36.0,0.4082,0.0437,665.4,665,87,0.131,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,49.73809523809523,31.48,55.56,1.2377272727272737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,1.0,0.05844155844155845,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.8095238095238095,1.0,2.0,0.044155844155844164,1.619047619047619,0.0,2.0,0.08831168831168831,3.0,3.0,3.0,0.0,0.7142857142857143,0.0,1.0,0.05844155844155845,0.6666666666666666,0.0,1.0,0.06363636363636363,0.0,0.0,0.0,0.0,0.19547631703814985,0.8585392283578581
14,1,0.3393,-0.0448,0.3206,0,0,0.7231,0.7831,-0.0077379001393337,0,0.077,0.2,0.385,0.385,-0.123,5.6,0.9158,1.5,0.0295,0.0569,556.8,556,48,0.088,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,50.8847619047619,31.48,55.56,1.0525064935064934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619047619047619,0.0,1.0,0.05194805194805195,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.8571428571428572,1.0,2.0,0.03506493506493507,1.7142857142857142,0.0,2.0,0.07012987012987014,3.0,3.0,3.0,0.0,0.7619047619047619,0.0,1.0,0.05194805194805195,0.7142857142857143,0.0,1.0,0.05844155844155845,0.0,0.0,0.0,0.0,0.18933104802371603,0.8585392283578581
15,2,0.3443,-0.0456,0.3347,0,0,0.7359,0.7553,-0.0075142071251484,0,0.0766,0.2,0.383,0.383,-0.1234,5.6,0.8933,-6.8,-0.1915,0.0629,505.9,485,34,0.071,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,52.03142857142856,31.48,55.56,0.8360129870129875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8095238095238095,0.0,1.0,0.04415584415584416,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.9047619047619047,1.0,2.0,0.024675324675324677,1.8095238095238095,0.0,2.0,0.04935064935064936,3.0,3.0,3.0,0.0,0.8095238095238095,0.0,1.0,0.04415584415584416,0.7619047619047619,0.0,1.0,0.05194805194805195,0.0,0.0,0.0,0.0,0.18583036741931214,0.8585392283578581
16,3,0.2987,-0.0402,0.3055,0,0,0.7487,0.7275,-0.0072642033721626,0,0.25,0.1,2.5,2.5,0.15,4.6,-924.3512,-10028.9,-262.2757,0.0485,1027.9,501,37,0.074,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,53.178095238095224,31.48,55.56,0.5882467532467537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,1.0,0.03506493506493507,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.9523809523809523,1.0,2.0,0.012987012987012962,1.9047619047619047,0.0,2.0,0.025974025974026017,3.0,3.0,3.0,0.0,0.8571428571428571,0.0,1.0,0.03506493506493507,0.8095238095238095,0.0,1.0,0.04415584415584416,0.0,0.0,0.0,0.0,0.18627363626967688,0.8585392283578581
17,4,0.2767,-0.0349,0.2775,0,0,0.7615,0.6998,-0.0071394969836983,0,0.25,0.1,2.5,2.5,0.15,4.6,-1224.0422,-10942.5,-236.5332,0.0375,1122.0,547,45,0.083,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,54.32476190476189,45.37,55.56,0.3092077922077933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619048,0.0,1.0,0.02467532467532468,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,0.9047619047619048,0.0,1.0,0.02467532467532468,0.8571428571428571,0.0,1.0,0.03506493506493507,0.0,0.0,0.0,0.0,0.19052783502612347,0.8585392283578581
18,5,0.2506,-0.029,0.2418,0,0,0.7743,0.672,-0.0068768722065183,0,0.25,0.1,2.5,2.5,0.15,4.6,-1396.1248,-9460.8,-143.3974,0.0222,972.7,474,64,0.137,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,54.80999999999999,45.37,55.56,0.19732467532467618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,1.0,0.012987012987013009,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,0.9523809523809523,0.0,1.0,0.012987012987013009,0.9047619047619048,0.0,1.0,0.02467532467532468,0.0,0.0,0.0,0.0,0.19685014244433305,0.8585392283578581
19,6,0.2806,-0.0258,0.2271,0,0,0.7805,0.6442,-0.0068264889113859,0,0.25,0.1,2.5,2.5,0.15,4.6,-1549.2739,-6782.1,-76.0002,0.0208,701.4,342,88,0.257,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,55.29523809523808,50.0,55.56,0.07220779220779257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.9523809523809523,0.0,1.0,0.012987012987013009,0.0,0.0,0.0,0.0,0.20164552853040965,0.8585392283578581
20,0,0.3673,-0.0271,0.2385,0,0,0.7835,0.6164,-0.0065266240875986,0,0.0988,0.1976,0.5,0.5,-0.0988,7.0,0.7026,24.5,0.4295,0.0111,227.4,227,56,0.245,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,55.55999999999999,55.56,55.56,2.768618175391373e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19907482094368026,0.8585392283578581
21,1,0.3362,-0.0222,0.2025,0,0,0.7866,0.5886,-0.0063266833659766,0,0.0952,0.1708,0.557,0.557,-0.0756,9.2,0.6931,-2.1,-0.0571,0.0035,171.6,171,35,0.207,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,55.55999999999999,55.56,55.56,2.768618175391373e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1828581335520137,0.8585392283578581
22,2,0.3273,-0.0193,0.1976,0,0,0.7897,0.5609,-0.0068901863508229,0,0.0985,0.2,0.492,0.492,-0.1015,6.8,0.1636,38.4,0.569,0.0249,214.1,214,66,0.309,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,55.55999999999999,55.56,55.56,2.768618175391373e-16,0.047619047619047616,0.0,1.0,0.012987012987012984,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15123662450134648,0.8585392283578581
23,3,0.5283,-0.0207,0.2285,0,0,0.7928,0.5331,-0.0069375457469259,0,0.0944,0.1387,0.681,0.681,-0.0443,15.6,0.4648,14.1,0.2218,0.0024,117.9,117,62,0.528,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,55.55999999999999,55.56,55.56,2.768618175391373e-16,0.09523809523809523,0.0,1.0,0.02467532467532467,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11071476899825579,0.7759611709315068
24,4,0.5023,-0.0199,0.2251,0,0,0.7959,0.5053,-0.0071146719480126,0,0.0936,0.1405,0.666,0.666,-0.0469,14.8,0.4099,5.4,0.1053,-0.0074,115.5,115,50,0.435,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,55.55999999999999,55.56,55.56,2.768618175391373e-16,0.14285714285714285,0.0,1.0,0.03506493506493506,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07287895511147963,0.5143894574005541
25,5,0.484,-0.0193,0.2202,0,0,0.799,0.4775,-0.0072860195087407,0,0.1553,0.1853,0.838,0.838,-0.03,23.1,0.5409,-6.4,-0.149,-0.0083,109.4,88,42,0.471,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,55.55999999999999,55.56,55.56,2.768618175391373e-16,0.19047619047619047,0.0,1.0,0.04415584415584414,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.046141572949808,0.24413429466226988
26,6,0.4658,-0.0172,0.2135,0,0,0.7976,0.4564,-0.0076630887343295,0,0.185,0.1968,0.94,0.94,-0.0118,58.8,0.1563,-13.2,-0.3166,0.0013,109.4,68,40,0.588,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,56.220952380952376,55.56,69.44,0.18025974025973954,0.23809523809523808,0.0,1.0,0.051948051948051945,0.0,0.0,0.0,0.0,1.0476190476190477,1.0,2.0,0.012987012987012997,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,1.0476190476190477,1.0,2.0,0.012987012987012997,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03093668181554633,0.1405640507448903
27,0,0.4712,-0.0195,0.2133,0,0,0.7963,0.4352,-0.0079131502165622,0,0.1883,0.2,0.942,0.942,-0.0117,59.4,0.1069,-19.8,-0.6194,0.0107,109.4,64,30,0.476,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,57.19095238095238,55.56,75.93,0.4267792207792209,0.2857142857142857,0.0,1.0,0.05844155844155843,0.0,0.0,0.0,0.0,1.0952380952380953,1.0,2.0,0.024675324675324677,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0476190476190474,2.0,3.0,0.012987012987012986,3.0,3.0,3.0,0.0,1.0952380952380953,1.0,2.0,0.024675324675324677,1.0476190476190477,1.0,2.0,0.012987012987012997,0.0,0.0,0.0,0.0,0.022227934925820383,0.1405640507448903
28,1,0.4551,-0.0228,0.2227,0,0,0.7809,0.4352,-0.0080590451006327,0,0.1726,0.2,0.863,0.863,-0.0273,25.3,0.4286,-11.8,-0.3714,0.0128,109.4,73,30,0.413,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,58.16095238095239,55.56,75.93,0.6468441558441556,0.3333333333333333,0.0,1.0,0.06363636363636363,0.0,0.0,0.0,0.0,1.1428571428571428,1.0,2.0,0.03506493506493506,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0952380952380953,2.0,3.0,0.02467532467532472,3.0,3.0,3.0,0.0,1.1428571428571428,1.0,2.0,0.03506493506493506,1.0952380952380953,1.0,2.0,0.024675324675324677,0.0,0.0,0.0,0.0,0.01472595744873441,0.1405640507448903
29,2,0.435,-0.0249,0.2299,0,0,0.7655,0.4352,-0.0081995249910766,0,0.1418,0.1934,0.733,0.733,-0.0516,13.4,0.7373,-11.4,-0.4975,0.0065,104.7,93,21,0.232,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,59.130952380952394,55.56,75.93,0.8404545454545465,0.38095238095238093,0.0,1.0,0.06753246753246753,0.0,0.0,0.0,0.0,1.1904761904761905,1.0,2.0,0.04415584415584417,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.142857142857143,2.0,3.0,0.03506493506493508,3.0,3.0,3.0,0.0,1.1904761904761905,1.0,2.0,0.04415584415584417,1.1428571428571428,1.0,2.0,0.03506493506493506,0.0,0.0,0.0,0.0,0.0056351237440006125,0.1405640507448903
30,3,0.4146,-0.0263,0.2347,0,0,0.75,0.4352,-0.0083392304194269,0,0.0858,0.1715,0.5,0.5,-0.0858,8.1,0.607,-3.1,-0.1538,-0.0019,125.7,125,19,0.154,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,60.1009523809524,55.56,75.93,1.007610389610391,0.42857142857142855,0.0,1.0,0.07012987012987014,0.0,0.0,0.0,0.0,1.2380952380952381,1.0,2.0,0.051948051948051945,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.1904761904761907,2.0,3.0,0.044155844155844164,3.0,3.0,3.0,0.0,1.2380952380952381,1.0,2.0,0.051948051948051945,1.1904761904761905,1.0,2.0,0.04415584415584417,0.0,0.0,0.0,0.0,-0.005370184222896417,0.1405640507448903
31,4,0.3978,-0.0238,0.2184,0,0,0.7346,0.4352,-0.0082760285874671,0,0.0833,0.1531,0.544,0.544,-0.0698,9.9,0.6126,-10.9,-0.7473,-0.0276,98.8,98,13,0.136,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,61.07095238095239,55.56,75.93,1.1483116883116882,0.47619047619047616,0.0,1.0,0.07142857142857142,0.0,0.0,0.0,0.0,1.2857142857142858,1.0,2.0,0.05844155844155843,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.238095238095238,2.0,3.0,0.05194805194805196,3.0,3.0,3.0,0.0,1.2857142857142858,1.0,2.0,0.05844155844155843,1.2380952380952381,1.0,2.0,0.051948051948051945,0.0,0.0,0.0,0.0,-0.01692794987698494,0.11656238982486647
