data_num,Week,$\mu^c$,$\beta^c$,$\sigma^c$,$Delta^c$,$Omicron^c$,$Policy^c$,$Policy^p$,RI,label,beta,gamma,R0,Re,growth_rate,doubling_time,sir_fit_r2,sir_residual,sir_rel_residual,Re_trend,peak_estimate,initial_cases,final_cases,case_ratio,sir_reliable,policy_mean_H2_Testing policy,policy_start_H2_Testing policy,policy_end_H2_Testing policy,policy_slope_H2_Testing policy,policy_mean_H3_Contact tracing,policy_start_H3_Contact tracing,policy_end_H3_Contact tracing,policy_slope_H3_Contact tracing,policy_mean_StringencyIndex_Average,policy_start_StringencyIndex_Average,policy_end_StringencyIndex_Average,policy_slope_StringencyIndex_Average,policy_mean_E2_Debt/contract relief,policy_start_E2_Debt/contract relief,policy_end_E2_Debt/contract relief,policy_slope_E2_Debt/contract relief,policy_mean_E1_Income support,policy_start_E1_Income support,policy_end_E1_Income support,policy_slope_E1_Income support,policy_mean_C7M_Restrictions on internal movement,policy_start_C7M_Restrictions on internal movement,policy_end_C7M_Restrictions on internal movement,policy_slope_C7M_Restrictions on internal movement,policy_mean_C8EV_International travel controls,policy_start_C8EV_International travel controls,policy_end_C8EV_International travel controls,policy_slope_C8EV_International travel controls,policy_mean_H1_Public information campaigns,policy_start_H1_Public information campaigns,policy_end_H1_Public information campaigns,policy_mean_C3M_Cancel public events,policy_start_C3M_Cancel public events,policy_end_C3M_Cancel public events,policy_slope_C3M_Cancel public events,policy_mean_C4M_Restrictions on gatherings,policy_start_C4M_Restrictions on gatherings,policy_end_C4M_Restrictions on gatherings,policy_slope_C4M_Restrictions on gatherings,policy_mean_C1M_School closing,policy_start_C1M_School closing,policy_end_C1M_School closing,policy_slope_C1M_School closing,policy_mean_C6M_Stay at home requirements,policy_start_C6M_Stay at home requirements,policy_end_C6M_Stay at home requirements,policy_slope_C6M_Stay at home requirements,policy_mean_C2M_Workplace closing,policy_start_C2M_Workplace closing,policy_end_C2M_Workplace closing,policy_slope_C2M_Workplace closing,policy_mean_H7_Vaccination policy,policy_start_H7_Vaccination policy,policy_end_H7_Vaccination policy,policy_slope_H7_Vaccination policy,growth_rate_mean,growth_rate_max
220,4,0.3416,0.0021,0.1738,0,0,0.5608,0.5139,0.0020304169170254,1,0.1118,0.1368,0.817,0.817,-0.025,27.7,-1.5635,29.1,0.3458,0.0048,89.3,89,83,0.922,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,51.69666666666667,50.46,60.19,0.3791818181818185,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.1904761904761905,1.0,2.0,0.04415584415584417,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.8095238095238093,4.0,3.0,-0.04415584415584421,1.4761904761904763,2.0,1.0,-0.0714285714285714,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09128731299261238,0.24934887508031622
221,5,0.3193,0.0038,0.1653,0,0,0.5566,0.5139,0.0031705785407431,1,0.2106,0.1998,1.054,1.054,0.0107,64.5,-0.0133,-8.2,-0.142,-0.0074,79.4,52,56,1.063,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,52.160000000000004,50.46,60.19,0.47181818181818214,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.2380952380952381,1.0,2.0,0.051948051948051945,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.761904761904762,4.0,3.0,-0.051948051948051896,1.4285714285714286,2.0,1.0,-0.07012987012987008,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09277942267538941,0.24934887508031622
222,6,0.3246,0.0027,0.164,0,0,0.5524,0.5139,0.0034380584755496,2,0.2075,0.2,1.037,1.037,0.0075,92.6,-0.0002,-10.1,-0.182,0.0063,77.7,55,54,0.962,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,52.7552380952381,50.46,62.96,0.5877922077922069,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.2857142857142858,1.0,2.0,0.05844155844155843,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.761904761904762,4.0,4.0,-0.045454545454545366,1.380952380952381,2.0,1.0,-0.06753246753246753,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09408803191224291,0.24934887508031622
223,0,0.3238,0.0055,0.1634,0,0,0.5483,0.5139,0.0038150971663898,2,0.2413,0.2,1.207,1.207,0.0413,16.8,-1.5288,-10.3,-0.1548,0.0047,95.2,33,65,1.917,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,53.21857142857144,50.46,60.19,0.6515584415584412,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.3333333333333333,1.0,2.0,0.06363636363636363,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.7142857142857144,4.0,3.0,-0.05194805194805193,1.3333333333333333,2.0,1.0,-0.06363636363636362,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09282251191085206,0.24934887508031622
224,1,0.328,0.0018,0.1598,0,0,0.5456,0.5139,0.0040477017224882,2,0.2169,0.2,1.085,1.084,0.0169,41.0,-0.4577,-12.0,-0.215,-0.0075,82.6,47,54,1.127,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,53.94619047619048,50.46,65.74,0.774766233766234,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.380952380952381,1.0,2.0,0.06753246753246753,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.6666666666666665,4.0,3.0,-0.057142857142857106,1.380952380952381,2.0,3.0,-0.03246753246753249,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08863660297991269,0.24934887508031622
225,2,0.2357,-0.0059,0.1689,0,0,0.543,0.5139,0.0039095257273759,2,0.107,0.139,0.77,0.77,-0.032,21.7,-0.9052,-6.1,-0.1413,-0.0079,91.0,90,41,0.456,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,54.67380952380953,50.46,65.74,0.8781298701298698,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.4285714285714286,1.0,2.0,0.07012987012987014,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.619047619047619,4.0,3.0,-0.06103896103896107,1.4285714285714286,2.0,3.0,-0.0025974025974025887,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0833767376733698,0.22160988575207222
226,3,0.2181,-0.0018,0.1518,0,0,0.5403,0.5139,0.0048084609154657,2,0.1896,0.1986,0.955,0.955,-0.0089,77.5,-0.0763,-1.2,-0.0223,-0.0209,73.9,66,54,0.805,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,55.401428571428575,50.46,65.74,0.9616493506493501,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.4761904761904763,1.0,2.0,0.07142857142857144,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.5714285714285716,4.0,3.0,-0.06363636363636362,1.4761904761904763,2.0,3.0,0.025974025974025986,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07927038845867262,0.15117880097039427
227,4,0.2357,0.0049,0.1795,0,0,0.5377,0.5139,0.0044313030103816,2,0.2214,0.2,1.107,1.107,0.0214,32.4,-0.1997,15.6,0.1755,-0.0003,101.3,47,88,1.827,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,56.12904761904762,50.46,65.74,1.025324675324674,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5238095238095237,1.0,2.0,0.07142857142857145,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.5238095238095237,4.0,3.0,-0.06493506493506492,1.5238095238095237,2.0,3.0,0.05324675324675322,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07728483015265951,0.13889170364291545
228,5,0.2762,0.0136,0.2436,0,0,0.535,0.5139,0.0033130941628905,1,0.1284,0.09,1.427,1.427,0.0385,18.0,0.1053,48.1,0.3467,0.0246,174.7,41,137,3.238,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,56.59238095238096,50.46,60.19,0.9970779220779212,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5714285714285714,1.0,2.0,0.07012987012987013,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.4761904761904763,4.0,3.0,-0.06493506493506496,1.4761904761904763,2.0,1.0,0.05324675324675323,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07723333552173346,0.13889170364291545
229,6,0.2829,0.0118,0.2416,0,0,0.5324,0.5139,0.0032435403320526,1,0.1665,0.1431,1.164,1.164,0.0235,29.5,0.236,20.0,0.1965,0.0287,117.1,50,100,1.957,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,57.05571428571429,50.46,60.19,0.956194805194805,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.619047619047619,1.0,2.0,0.06753246753246753,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.4285714285714284,4.0,3.0,-0.06363636363636364,1.4285714285714286,2.0,1.0,0.05454545454545455,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07865208469055715,0.13889170364291545
230,0,0.2843,0.0069,0.2405,0,0,0.5298,0.5139,0.0039462882747232,2,0.1291,0.1292,0.999,0.999,-0.0001,inf,-0.0647,-12.4,-0.2157,0.0339,96.1,69,56,0.807,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,57.519047619047626,48.61,60.19,0.9026753246753257,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666667,1.0,2.0,0.06363636363636363,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.380952380952381,4.0,3.0,-0.061038961038961094,1.380952380952381,1.0,1.0,0.05714285714285716,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08107649631936512,0.13889170364291545
231,1,0.2986,0.0101,0.2478,0,0,0.5271,0.5179,0.0037052746344177,2,0.1229,0.1297,0.948,0.948,-0.0068,101.9,-0.4781,-3.5,-0.051,0.0477,97.0,80,67,0.82,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,57.915714285714294,48.61,56.94,0.7678831168831153,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.7142857142857142,1.0,2.0,0.05844155844155845,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.3333333333333335,4.0,3.0,-0.05714285714285713,1.380952380952381,1.0,1.0,0.04675324675324677,1.0,1.0,1.0,0.0,1.9523809523809523,2.0,1.0,-0.012987012987012998,0.0,0.0,0.0,0.0,0.08403646354494124,0.13889170364291545
232,2,0.3014,0.0104,0.2479,0,0,0.5245,0.5198,0.0036368371915379,2,0.1193,0.131,0.911,0.911,-0.0117,59.3,-0.7576,-3.2,-0.0489,0.0402,97.0,86,65,0.746,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,58.31238095238096,48.61,56.94,0.6222727272727266,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.7619047619047619,1.0,2.0,0.05194805194805195,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.2857142857142856,4.0,3.0,-0.05194805194805203,1.380952380952381,1.0,1.0,0.03636363636363636,1.0,1.0,1.0,0.0,1.9047619047619047,2.0,1.0,-0.024675324675324684,0.0,0.0,0.0,0.0,0.0871148169865114,0.13889170364291545
233,3,0.3024,0.0177,0.249,0,0,0.5218,0.5218,0.0037957106906068,2,0.2276,0.1997,1.14,1.139,0.0279,24.9,0.4986,5.2,0.0552,0.01,115.9,50,93,1.813,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,58.709047619047624,48.61,56.94,0.46584415584415606,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.8095238095238095,1.0,2.0,0.044155844155844164,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.238095238095238,4.0,3.0,-0.045454545454545456,1.380952380952381,1.0,1.0,0.025974025974026014,1.0,1.0,1.0,0.0,1.8571428571428572,2.0,1.0,-0.035064935064935056,0.0,0.0,0.0,0.0,0.0896341189437566,0.13889170364291545
234,4,0.3248,0.0216,0.262,0,0,0.5192,0.5265,0.0035708139104317,2,0.2382,0.2,1.191,1.191,0.0382,18.2,0.4793,19.7,0.168,0.0001,147.7,45,116,2.528,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,59.1057142857143,48.61,56.94,0.29859740259740375,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.8571428571428572,1.0,2.0,0.03506493506493507,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.1904761904761907,4.0,3.0,-0.037662337662337675,1.380952380952381,1.0,1.0,0.015584415584415588,1.0,1.0,1.0,0.0,1.8095238095238095,2.0,1.0,-0.04415584415584414,0.0,0.0,0.0,0.0,0.09034146075229428,0.13889170364291545
235,5,0.2652,0.0164,0.211,0,0,0.5165,0.5311,0.0037594602410122,2,0.1585,0.1272,1.245,1.245,0.0312,22.2,0.507,3.3,0.0323,0.0105,121.8,51,99,1.893,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,59.50238095238096,48.61,56.94,0.12053246753246748,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.9047619047619047,1.0,2.0,0.024675324675324677,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.142857142857143,4.0,3.0,-0.028571428571428675,1.380952380952381,1.0,1.0,0.005194805194805209,1.0,1.0,1.0,0.0,1.7619047619047619,2.0,1.0,-0.051948051948051875,0.0,0.0,0.0,0.0,0.08811338164857735,0.13889170364291545
236,6,0.2701,0.0169,0.2067,0,0,0.5139,0.5357,0.0041220803570784,2,0.2347,0.2,1.174,1.174,0.0347,20.0,0.5466,-7.2,-0.0761,0.0134,124.0,50,93,1.823,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,59.89904761904762,48.61,56.94,-0.06835064935064815,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.9523809523809523,1.0,2.0,0.012987012987012962,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0952380952380953,4.0,3.0,-0.018181818181818087,1.380952380952381,1.0,1.0,-0.005194805194805185,1.0,1.0,1.0,0.0,1.7142857142857142,2.0,1.0,-0.05844155844155843,0.0,0.0,0.0,0.0,0.08331961513013018,0.13889170364291545
237,0,0.2695,0.0151,0.1894,0,0,0.5139,0.5403,0.0043370411049186,2,0.1434,0.1287,1.115,1.115,0.0148,46.9,0.3858,5.8,0.0575,0.0239,110.4,70,100,1.406,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,60.2957142857143,60.19,56.94,-0.26805194805194654,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0476190476190474,3.0,3.0,-0.0064935064935064445,1.380952380952381,1.0,1.0,-0.015584415584415567,1.0,1.0,1.0,0.0,1.6666666666666667,2.0,1.0,-0.06363636363636357,0.0,0.0,0.0,0.0,0.07821524856799786,0.13889170364291545
238,1,0.2441,0.0128,0.1689,0,0,0.5139,0.545,0.0052866955681287,2,0.1559,0.1377,1.132,1.132,0.0182,38.1,0.4409,-14.9,-0.1819,0.0158,115.8,66,80,1.197,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,60.14095238095239,60.19,56.94,-0.313142857142857,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0476190476190474,3.0,3.0,-0.00779220779220773,1.380952380952381,1.0,1.0,-0.025974025974025934,1.0,1.0,1.0,0.0,1.619047619047619,2.0,1.0,-0.06753246753246753,0.0,0.0,0.0,0.0,0.07547413632271267,0.13889170364291545
239,2,0.2221,0.0087,0.1638,0,0,0.5139,0.5516,0.0069571669455337,2,0.2182,0.2,1.091,1.091,0.0182,38.0,0.2041,-38.2,-0.7228,-0.0138,115.9,62,51,0.816,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,59.98619047619049,60.19,56.94,-0.35401298701298717,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0476190476190474,3.0,3.0,-0.009090909090909071,1.380952380952381,1.0,1.0,-0.036363636363636376,1.0,1.0,1.0,0.0,1.5714285714285714,2.0,1.0,-0.07012987012987011,0.0,0.0,0.0,0.0,0.07603558329300002,0.13889170364291545
240,3,0.1858,0.0066,0.1283,0,0,0.5139,0.5582,0.0078280168284556,2,0.1254,0.1226,1.023,1.023,0.0029,242.1,0.0054,-6.7,-0.0832,-0.0243,104.8,81,79,0.965,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,59.83142857142858,60.19,56.94,-0.39066233766233643,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0476190476190474,3.0,3.0,-0.010389610389610374,1.380952380952381,1.0,1.0,-0.04675324675324676,1.0,1.0,1.0,0.0,1.5238095238095237,2.0,1.0,-0.07142857142857144,0.0,0.0,0.0,0.0,0.07849536949862898,0.13889170364291545
241,4,0.1529,0.0077,0.106,0,0,0.5139,0.5648,0.0093518704087764,2,0.2298,0.1999,1.149,1.149,0.0299,23.2,0.4028,0.8,0.0079,-0.0665,124.3,56,102,1.8,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,59.67666666666668,60.19,56.94,-0.42309090909090924,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0476190476190474,3.0,3.0,-0.011688311688311618,1.380952380952381,1.0,1.0,-0.05714285714285716,1.0,1.0,1.0,0.0,1.4761904761904763,2.0,1.0,-0.0714285714285714,0.0,0.0,0.0,0.0,0.08068076153120189,0.13889170364291545
242,5,0.151,0.0067,0.0946,0,0,0.5139,0.5714,0.0102550279872062,2,0.1325,0.1174,1.129,1.129,0.0151,45.8,0.3179,24.3,0.1956,-0.0477,136.3,73,123,1.663,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,59.52190476190477,62.96,56.94,-0.4512987012987004,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0476190476190474,4.0,3.0,-0.012987012987012962,1.380952380952381,1.0,1.0,-0.0675324675324675,1.0,1.0,1.0,0.0,1.4285714285714286,2.0,1.0,-0.07012987012987008,0.0,0.0,0.0,0.0,0.08152930703786529,0.13889170364291545
243,6,0.1332,0.0045,0.0815,0,0,0.5139,0.578,0.0126100513186131,2,0.2341,0.2,1.17,1.17,0.0341,20.3,-0.5168,-9.1,-0.0953,-0.0276,127.3,52,94,1.769,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,59.23523809523811,60.19,56.94,-0.4357142857142858,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,1.380952380952381,1.0,1.0,-0.07792207792207788,1.0,1.0,1.0,0.0,1.380952380952381,2.0,1.0,-0.06753246753246753,0.0,0.0,0.0,0.0,0.08129217851997847,0.13889170364291545
244,0,0.1402,0.0053,0.0842,0,0,0.5139,0.5847,0.0135525214634168,2,0.2735,0.1993,1.372,1.372,0.0742,9.3,-2.3376,-19.5,-0.1825,-0.0076,160.7,28,105,3.595,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,58.81619047619049,65.74,51.39,-0.523961038961039,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.9523809523809523,2.0,1.0,-0.012987012987012998,3.0,3.0,3.0,0.0,1.380952380952381,3.0,1.0,-0.08831168831168833,1.0,1.0,1.0,0.0,1.3333333333333333,2.0,1.0,-0.06363636363636362,0.0,0.0,0.0,0.0,0.0804661338529274,0.13889170364291545
245,1,0.1475,0.0042,0.0806,0,0,0.5165,0.5873,0.0141928473079441,2,0.2483,0.1989,1.248,1.248,0.0493,14.1,-1.1051,-23.5,-0.2463,0.008,147.9,44,94,2.099,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,58.132857142857155,65.74,51.39,-0.5214935064935057,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.9047619047619047,2.0,1.0,-0.024675324675324684,3.0,3.0,3.0,0.0,1.2857142857142858,3.0,1.0,-0.07012987012987015,1.0,1.0,1.0,0.0,1.2857142857142858,2.0,1.0,-0.058441558441558406,0.0,0.0,0.0,0.0,0.07926627417644652,0.13889170364291545
246,2,0.1385,0.0015,0.0755,0,0,0.5179,0.59,0.0157767547521788,2,0.208,0.198,1.051,1.051,0.01,69.2,0.0302,-18.1,-0.2282,0.0076,115.0,78,78,0.98,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,57.449523809523825,65.74,51.39,-0.5003896103896093,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.8571428571428572,2.0,1.0,-0.035064935064935056,3.0,3.0,3.0,0.0,1.1904761904761905,3.0,1.0,-0.04935064935064934,1.0,1.0,1.0,0.0,1.2380952380952381,2.0,1.0,-0.05194805194805192,0.0,0.0,0.0,0.0,0.07811331896132646,0.1353765522434317
247,3,0.146,0.0009,0.0728,0,0,0.5192,0.5926,0.0169679144513821,2,0.1092,0.128,0.854,0.854,-0.0187,37.0,-1.5887,18.1,0.1762,0.0093,121.3,121,101,0.83,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,56.766190476190495,65.74,51.39,-0.46064935064934953,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.8095238095238095,2.0,1.0,-0.04415584415584414,3.0,3.0,3.0,0.0,1.0952380952380953,3.0,1.0,-0.02597402597402601,1.0,1.0,1.0,0.0,1.1904761904761905,2.0,1.0,-0.044155844155844136,0.0,0.0,0.0,0.0,0.07783695054496731,0.12957281549988917
248,4,0.0937,0.0018,0.0479,0,0,0.5223,0.5926,0.0198794598168063,2,0.1116,0.1257,0.887,0.887,-0.0142,49.0,-1.2694,35.9,0.2835,0.0053,125.5,118,125,1.046,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,56.08285714285715,60.19,51.39,-0.4022727272727261,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.7619047619047619,2.0,1.0,-0.051948051948051875,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.1428571428571428,2.0,1.0,-0.0350649350649351,0.0,0.0,0.0,0.0,0.07883703825087021,0.13048391836807993
249,5,0.096,0.0049,0.0531,0,0,0.5254,0.5926,0.0222624077618509,2,0.1298,0.0887,1.464,1.464,0.0411,16.8,0.3924,25.0,0.1591,0.0013,201.5,57,156,2.665,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,55.66380952380954,60.19,51.39,-0.4045454545454547,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.7142857142857142,2.0,1.0,-0.05844155844155843,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0952380952380953,2.0,1.0,-0.024675324675324694,0.0,0.0,0.0,0.0,0.08034886836257568,0.13048391836807993
250,6,0.1054,0.0059,0.0597,0,0,0.5284,0.5926,0.0230179632013467,2,0.1315,0.0856,1.536,1.536,0.0459,15.1,0.4394,36.4,0.2019,0.0185,237.2,57,179,3.087,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,55.24476190476191,60.19,51.39,-0.3953896103896108,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.6666666666666667,2.0,1.0,-0.06363636363636357,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0476190476190477,2.0,1.0,-0.012987012987013017,0.0,0.0,0.0,0.0,0.0811533888249831,0.13048391836807993
251,0,0.1173,0.0065,0.064,0,0,0.5315,0.5926,0.0227435517785467,2,0.1337,0.1096,1.22,1.22,0.0241,28.8,0.4907,44.3,0.2401,0.048,214.3,85,183,2.11,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,54.82571428571429,56.94,51.39,-0.37480519480519436,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.619047619047619,2.0,1.0,-0.06753246753246753,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08096975072018375,0.13048391836807993
252,1,0.1265,0.0084,0.0738,0,0,0.5346,0.5926,0.0227946668299237,2,0.1422,0.1049,1.356,1.356,0.0373,18.6,0.6585,26.5,0.1402,0.0666,236.7,76,187,2.424,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,54.56142857142858,56.94,51.39,-0.3892207792207783,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.5714285714285714,2.0,1.0,-0.07012987012987011,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08061248529435011,0.13048391836807993
