data_num,policy_mean_StringencyIndex_Average,policy_slope_StringencyIndex_Average,policy_start_StringencyIndex_Average,policy_end_StringencyIndex_Average,policy_mean_H7_Vaccination policy,policy_slope_H7_Vaccination policy,policy_start_H7_Vaccination policy,policy_end_H7_Vaccination policy,policy_mean_H1_Public information campaigns,policy_start_H1_Public information campaigns,policy_end_H1_Public information campaigns,policy_mean_C4M_Restrictions on gatherings,policy_slope_C4M_Restrictions on gatherings,policy_start_C4M_Restrictions on gatherings,policy_end_C4M_Restrictions on gatherings,policy_mean_C2M_Workplace closing,policy_slope_C2M_Workplace closing,policy_start_C2M_Workplace closing,policy_end_C2M_Workplace closing,policy_mean_C1M_School closing,policy_slope_C1M_School closing,policy_start_C1M_School closing,policy_end_C1M_School closing,policy_mean_C3M_Cancel public events,policy_slope_C3M_Cancel public events,policy_start_C3M_Cancel public events,policy_end_C3M_Cancel public events,policy_mean_E1_Income support,policy_slope_E1_Income support,policy_start_E1_Income support,policy_end_E1_Income support,policy_mean_C8EV_International travel controls,policy_slope_C8EV_International travel controls,policy_start_C8EV_International travel controls,policy_end_C8EV_International travel controls,growth_rate_mean,growth_rate_max
0,34.831428571428575,0.7997792207792209,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.38095238095238093,0.08831168831168829,0.0,2.0,0.047619047619047616,0.012987012987012984,0.0,1.0,3.0,0.0,3.0,3.0,1.1904761904761905,0.04415584415584417,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.1439650699352628,0.382834229729487
1,35.978095238095236,1.0211038961038965,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.47619047619047616,0.10389610389610389,0.0,2.0,0.09523809523809523,0.02467532467532467,0.0,1.0,3.0,0.0,3.0,3.0,1.2380952380952381,0.051948051948051945,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.18267863135662632,0.6917762515465624
2,37.1247619047619,1.2111558441558443,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.5714285714285714,0.11688311688311687,0.0,2.0,0.14285714285714285,0.03506493506493506,0.0,1.0,3.0,0.0,3.0,3.0,1.2857142857142858,0.05844155844155843,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.22717437995436082,0.8585392283578581
3,38.271428571428565,1.3699350649350652,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.6666666666666666,0.12727272727272726,0.0,2.0,0.19047619047619047,0.04415584415584414,0.0,1.0,3.0,0.0,3.0,3.0,1.3333333333333333,0.06363636363636363,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.26235260990201426,0.8585392283578581
4,39.418095238095226,1.4974415584415584,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.7619047619047619,0.13506493506493505,0.0,2.0,0.23809523809523808,0.051948051948051945,0.0,1.0,3.0,0.0,3.0,3.0,1.380952380952381,0.06753246753246753,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.27865217632616984,0.8585392283578581
5,40.5647619047619,1.5936753246753252,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.8571428571428571,0.14025974025974028,0.0,2.0,0.2857142857142857,0.05844155844155843,0.0,1.0,3.0,0.0,3.0,3.0,1.4285714285714286,0.07012987012987014,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.2776554072070113,0.8585392283578581
6,41.71142857142856,1.658636363636364,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.9523809523809523,0.14285714285714285,0.0,2.0,0.3333333333333333,0.06363636363636363,0.0,1.0,3.0,0.0,3.0,3.0,1.4761904761904763,0.07142857142857144,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.2674950365691424,0.8585392283578581
7,42.858095238095224,1.6923246753246757,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0476190476190477,0.14285714285714285,0.0,2.0,0.38095238095238093,0.06753246753246753,0.0,1.0,3.0,0.0,3.0,3.0,1.5238095238095237,0.07142857142857145,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.25507661700627643,0.8585392283578581
8,44.00476190476189,1.69474025974026,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.1428571428571428,0.14025974025974025,0.0,2.0,0.42857142857142855,0.07012987012987014,0.0,1.0,3.0,0.0,3.0,3.0,1.5714285714285714,0.07012987012987013,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.2429757634140408,0.8585392283578581
9,45.15142857142856,1.6658831168831174,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.2380952380952381,0.13506493506493508,0.0,2.0,0.47619047619047616,0.07142857142857142,0.0,1.0,3.0,0.0,3.0,3.0,1.619047619047619,0.06753246753246753,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.2313544631503032,0.8585392283578581
10,46.29809523809523,1.605753246753247,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.3333333333333333,0.12727272727272726,0.0,2.0,0.5238095238095238,0.07142857142857142,0.0,1.0,3.0,0.0,3.0,3.0,1.6666666666666667,0.06363636363636363,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.22047705863620926,0.8585392283578581
11,47.444761904761904,1.5143506493506493,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.4285714285714286,0.1168831168831169,0.0,2.0,0.5714285714285714,0.07012987012987013,0.0,1.0,3.0,0.0,3.0,3.0,1.7142857142857142,0.05844155844155845,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.21095879007439822,0.8585392283578581
12,48.591428571428565,1.391675324675325,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.5238095238095237,0.1038961038961039,0.0,2.0,0.6190476190476191,0.06753246753246754,0.0,1.0,3.0,0.0,3.0,3.0,1.7619047619047619,0.05194805194805195,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.2027931644087823,0.8585392283578581
13,49.73809523809523,1.2377272727272737,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.619047619047619,0.08831168831168831,0.0,2.0,0.6666666666666666,0.06363636363636363,0.0,1.0,3.0,0.0,3.0,3.0,1.8095238095238095,0.044155844155844164,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.19547631703814985,0.8585392283578581
14,50.8847619047619,1.0525064935064934,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.7142857142857142,0.07012987012987014,0.0,2.0,0.7142857142857143,0.05844155844155845,0.0,1.0,3.0,0.0,3.0,3.0,1.8571428571428572,0.03506493506493507,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.18933104802371603,0.8585392283578581
15,52.03142857142856,0.8360129870129875,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.8095238095238095,0.04935064935064936,0.0,2.0,0.7619047619047619,0.05194805194805195,0.0,1.0,3.0,0.0,3.0,3.0,1.9047619047619047,0.024675324675324677,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.18583036741931214,0.8585392283578581
16,53.178095238095224,0.5882467532467537,31.48,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.9047619047619047,0.025974025974026017,0.0,2.0,0.8095238095238095,0.04415584415584416,0.0,1.0,3.0,0.0,3.0,3.0,1.9523809523809523,0.012987012987012962,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.18627363626967688,0.8585392283578581
17,54.32476190476189,0.3092077922077933,45.37,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.8571428571428571,0.03506493506493507,0.0,1.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.19052783502612347,0.8585392283578581
18,54.80999999999999,0.19732467532467618,45.37,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.9047619047619048,0.02467532467532468,0.0,1.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.19685014244433305,0.8585392283578581
19,55.29523809523808,0.07220779220779257,50.0,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.9523809523809523,0.012987012987013009,0.0,1.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.20164552853040965,0.8585392283578581
20,55.55999999999999,2.768618175391373e-16,55.56,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.19907482094368026,0.8585392283578581
21,55.55999999999999,2.768618175391373e-16,55.56,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.1828581335520137,0.8585392283578581
22,55.55999999999999,2.768618175391373e-16,55.56,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.15123662450134648,0.8585392283578581
23,55.55999999999999,2.768618175391373e-16,55.56,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.11071476899825579,0.7759611709315068
24,55.55999999999999,2.768618175391373e-16,55.56,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.07287895511147963,0.5143894574005541
25,55.55999999999999,2.768618175391373e-16,55.56,55.56,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.046141572949808,0.24413429466226988
26,56.220952380952376,0.18025974025973954,55.56,69.44,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.03093668181554633,0.1405640507448903
27,57.19095238095238,0.4267792207792209,55.56,75.93,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0476190476190474,0.012987012987012986,2.0,3.0,1.0476190476190477,0.012987012987012997,1.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.022227934925820383,0.1405640507448903
28,58.16095238095239,0.6468441558441556,55.56,75.93,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0952380952380953,0.02467532467532472,2.0,3.0,1.0952380952380953,0.024675324675324677,1.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.01472595744873441,0.1405640507448903
29,59.130952380952394,0.8404545454545465,55.56,75.93,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.142857142857143,0.03506493506493508,2.0,3.0,1.1428571428571428,0.03506493506493506,1.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0056351237440006125,0.1405640507448903
30,60.1009523809524,1.007610389610391,55.56,75.93,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.1904761904761907,0.044155844155844164,2.0,3.0,1.1904761904761905,0.04415584415584417,1.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,-0.005370184222896417,0.1405640507448903
31,61.07095238095239,1.1483116883116882,55.56,75.93,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.238095238095238,0.05194805194805196,2.0,3.0,1.2380952380952381,0.051948051948051945,1.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,-0.01692794987698494,0.11656238982486647
32,62.0409523809524,1.2625584415584412,55.56,75.93,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.2857142857142856,0.05844155844155844,2.0,3.0,1.2857142857142858,0.05844155844155843,1.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,-0.026744996408418903,0.06778962384531224
33,63.01095238095239,1.3503506493506512,55.56,75.93,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.3333333333333335,0.06363636363636366,2.0,3.0,1.3333333333333333,0.06363636363636363,1.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,-0.03272086213354132,0.06778962384531224
34,63.980952380952395,1.4116883116883117,55.56,75.93,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.380952380952381,0.06753246753246755,2.0,3.0,1.380952380952381,0.06753246753246753,1.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,-0.034341748177262196,0.06778962384531224
35,64.95095238095239,1.4465714285714288,55.56,75.93,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.4285714285714284,0.0701298701298701,2.0,3.0,1.4285714285714286,0.07012987012987014,1.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.047619047619047616,0.012987012987012984,0.0,1.0,3.0,0.0,3.0,3.0,-0.03337332643925454,0.06778962384531224
36,65.9209523809524,1.455,55.56,75.93,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.4761904761904763,0.07142857142857147,2.0,3.0,1.4761904761904763,0.07142857142857144,1.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.09523809523809523,0.02467532467532467,0.0,1.0,3.0,0.0,3.0,3.0,-0.032884019649883876,0.06778962384531224
37,66.8909523809524,1.436974025974027,55.56,75.93,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.5238095238095237,0.07142857142857147,2.0,3.0,1.5238095238095237,0.07142857142857145,1.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.14285714285714285,0.03506493506493506,0.0,1.0,3.0,0.0,3.0,3.0,-0.035272817674371584,0.06778962384531224
38,67.8609523809524,1.3924935064935073,55.56,75.93,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.5714285714285716,0.07012987012987015,2.0,3.0,1.5714285714285714,0.07012987012987013,1.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.19047619047619047,0.04415584415584414,0.0,1.0,3.0,0.0,3.0,3.0,-0.04100555982426843,0.06778962384531224
39,68.83095238095241,1.321558441558442,55.56,75.93,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.619047619047619,0.06753246753246753,2.0,3.0,1.619047619047619,0.06753246753246753,1.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.23809523809523808,0.051948051948051945,0.0,1.0,3.0,0.0,3.0,3.0,-0.048764909403518804,0.06778962384531224
40,69.93285714285716,1.260142857142857,55.56,78.7,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.7142857142857144,0.07662337662337664,2.0,4.0,1.6666666666666667,0.06363636363636363,1.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.2857142857142857,0.05844155844155843,0.0,1.0,3.0,0.0,3.0,3.0,-0.056402770622700264,0.05606240519683679
41,71.03476190476192,1.1686753246753265,55.56,78.7,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.8095238095238093,0.08311688311688313,2.0,4.0,1.7142857142857142,0.05844155844155845,1.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.3333333333333333,0.06363636363636363,0.0,1.0,3.0,0.0,3.0,3.0,-0.062048297720373714,0.04228379450448854
42,72.31333333333335,1.0953376623376627,55.56,82.41,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.9047619047619047,0.08701298701298703,2.0,4.0,1.8095238095238095,0.0649350649350649,1.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.38095238095238093,0.06753246753246753,0.0,1.0,3.0,0.0,3.0,3.0,-0.06488162641479274,0.027724561482551396
43,73.59190476190479,0.9871298701298716,55.56,82.41,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.08831168831168834,2.0,4.0,1.9047619047619047,0.06883116883116884,1.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.42857142857142855,0.07012987012987014,0.0,1.0,3.0,0.0,3.0,3.0,-0.06513712189268521,0.022359156446809858
44,74.87047619047621,0.8440519480519489,55.56,82.41,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0952380952380953,0.08701298701298703,2.0,4.0,2.0,0.07012987012987015,1.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.47619047619047616,0.07142857142857142,0.0,1.0,3.0,0.0,3.0,3.0,-0.06357016503940166,0.040486356711908346
45,76.14904761904764,0.6661038961038948,55.56,82.41,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.1904761904761907,0.08311688311688309,2.0,4.0,2.0952380952380953,0.06883116883116885,1.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.5238095238095238,0.07142857142857142,0.0,1.0,3.0,0.0,3.0,3.0,-0.06093433126573421,0.040486356711908346
46,77.42761904761907,0.45328571428571385,69.44,82.41,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.2857142857142856,0.07662337662337662,2.0,4.0,2.1904761904761907,0.06493506493506497,1.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.5714285714285714,0.07012987012987013,0.0,1.0,3.0,0.0,3.0,3.0,-0.057564962873780816,0.040486356711908346
47,78.04523809523812,0.4038831168831172,75.93,82.41,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.380952380952381,0.06753246753246753,3.0,4.0,2.2857142857142856,0.05844155844155844,2.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.6190476190476191,0.06753246753246754,0.0,1.0,3.0,0.0,3.0,3.0,-0.0533225941332716,0.040486356711908346
48,78.35380952380955,0.43035064935064915,75.93,82.41,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.4285714285714284,0.07012987012987015,3.0,4.0,2.3333333333333335,0.06363636363636366,2.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.06363636363636363,0.0,1.0,3.0,0.0,3.0,3.0,-0.04805201962480843,0.040486356711908346
49,78.66238095238097,0.4484025974025977,75.93,82.41,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.4761904761904763,0.07142857142857147,3.0,4.0,2.380952380952381,0.06753246753246755,2.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.7142857142857143,0.05844155844155845,0.0,1.0,3.0,0.0,3.0,3.0,-0.041731994649500684,0.040486356711908346
50,78.97095238095241,0.4580389610389604,75.93,82.41,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.5238095238095237,0.07142857142857144,3.0,4.0,2.4285714285714284,0.0701298701298701,2.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.7619047619047619,0.05194805194805195,0.0,1.0,3.0,0.0,3.0,3.0,-0.03383815661337247,0.05276145005272527
51,79.27952380952384,0.45925974025973976,75.93,82.41,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.5714285714285716,0.07012987012987013,3.0,4.0,2.4761904761904763,0.07142857142857147,2.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.8095238095238095,0.04415584415584416,0.0,1.0,3.0,0.0,3.0,3.0,-0.023315627745305333,0.11212204760658391
52,79.58809523809526,0.4520649350649351,75.93,82.41,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.619047619047619,0.06753246753246761,3.0,4.0,2.5238095238095237,0.07142857142857147,2.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.8571428571428571,0.03506493506493507,0.0,1.0,3.0,0.0,3.0,3.0,-0.01013545531150754,0.17463459311878518
53,79.89666666666669,0.4364545454545453,75.93,82.41,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.6666666666666665,0.06363636363636362,3.0,4.0,2.5714285714285716,0.07012987012987015,2.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.9047619047619048,0.02467532467532468,0.0,1.0,3.0,0.0,3.0,3.0,0.0034997138867013536,0.19674296582713985
54,79.76428571428575,0.29216883116882925,75.93,73.15,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.7142857142857144,0.05844155844155843,3.0,4.0,2.619047619047619,0.06753246753246753,2.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.9523809523809523,0.012987012987013009,0.0,1.0,3.0,0.0,3.0,3.0,0.014698993721080713,0.19674296582713985
55,79.63190476190479,0.15149350649350693,75.93,73.15,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.761904761904762,0.051948051948051986,3.0,4.0,2.6666666666666665,0.06363636363636364,2.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.023281285406701904,0.19674296582713985
56,78.08857142857144,-0.37037662337662275,75.93,43.52,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.619047619047619,-0.007792207792207764,3.0,0.0,2.6666666666666665,0.04545454545454547,2.0,2.0,3.0,0.0,3.0,3.0,1.9523809523809523,-0.012987012987012998,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.03345253015424167,0.19674296582713985
57,76.5452380952381,-0.8501558441558402,75.93,43.52,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.4761904761904763,-0.0636363636363636,3.0,0.0,2.6666666666666665,0.027272727272727306,2.0,2.0,3.0,0.0,3.0,3.0,1.9047619047619047,-0.024675324675324684,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.05134797550659428,0.3272322172225015
58,75.00190476190477,-1.2878441558441542,75.93,43.52,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.3333333333333335,-0.1155844155844156,3.0,0.0,2.6666666666666665,0.00909090909090909,2.0,2.0,3.0,0.0,3.0,3.0,1.8571428571428572,-0.035064935064935056,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.08006158498552705,0.5402327414952977
59,73.45857142857143,-1.6834415584415574,75.93,43.52,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.1904761904761907,-0.16363636363636355,3.0,0.0,2.6666666666666665,-0.009090909090909134,2.0,2.0,3.0,0.0,3.0,3.0,1.8095238095238095,-0.04415584415584414,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.11661489721478106,0.6849701763868256
60,71.91523809523808,-2.0369480519480505,78.7,43.52,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0476190476190474,-0.20779220779220775,4.0,0.0,2.6666666666666665,-0.02727272727272722,2.0,2.0,3.0,0.0,3.0,3.0,1.7619047619047619,-0.051948051948051875,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.15355306725601067,0.6849701763868256
61,70.24,-2.3087922077922074,78.7,43.52,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.857142857142857,-0.23376623376623384,4.0,0.0,2.6666666666666665,-0.04545454545454543,2.0,2.0,3.0,0.0,3.0,3.0,1.7142857142857142,-0.05844155844155843,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.18339489165495268,0.6849701763868256
62,68.5647619047619,-2.5349480519480503,82.41,43.52,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.6666666666666665,-0.2545454545454546,4.0,0.0,2.6666666666666665,-0.06363636363636362,3.0,2.0,3.0,0.0,3.0,3.0,1.6666666666666667,-0.06363636363636357,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.20220939398613116,0.6849701763868256
63,66.71285714285713,-2.6624155844155832,82.41,43.52,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.4761904761904763,-0.2701298701298701,4.0,0.0,2.619047619047619,-0.06753246753246755,3.0,2.0,3.0,0.0,3.0,3.0,1.619047619047619,-0.06753246753246753,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.21035372969721142,0.6849701763868256
64,64.86095238095238,-2.739376623376624,82.41,43.52,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.2857142857142856,-0.28051948051948056,4.0,0.0,2.5714285714285716,-0.07012987012987013,3.0,2.0,3.0,0.0,3.0,3.0,1.5714285714285714,-0.07012987012987011,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.21083457573060319,0.6849701763868256
65,63.00904761904762,-2.7658311688311685,82.41,43.52,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0952380952380953,-0.2857142857142857,4.0,0.0,2.5238095238095237,-0.07142857142857136,3.0,2.0,3.0,0.0,3.0,3.0,1.5238095238095237,-0.07142857142857144,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.2070746360006357,0.6849701763868256
66,61.15714285714286,-2.7417792207792195,82.41,43.52,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.9047619047619047,-0.28571428571428575,4.0,0.0,2.4761904761904763,-0.07142857142857136,3.0,2.0,3.0,0.0,3.0,3.0,1.4761904761904763,-0.0714285714285714,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.20178252982614392,0.6849701763868256
67,59.30523809523809,-2.66722077922078,82.41,43.52,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.7142857142857142,-0.2805194805194805,4.0,0.0,2.4285714285714284,-0.07012987012987004,3.0,2.0,3.0,0.0,3.0,3.0,1.4285714285714286,-0.07012987012987008,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.19716255448512246,0.6849701763868256
68,57.45333333333333,-2.542155844155844,82.41,43.52,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.5238095238095237,-0.27012987012987016,4.0,0.0,2.380952380952381,-0.06753246753246747,3.0,2.0,3.0,0.0,3.0,3.0,1.380952380952381,-0.06753246753246753,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.19537475421407502,0.6849701763868256
