data_num,policy_mean_StringencyIndex_Average,policy_slope_StringencyIndex_Average,policy_start_StringencyIndex_Average,policy_end_StringencyIndex_Average,policy_mean_H7_Vaccination policy,policy_slope_H7_Vaccination policy,policy_start_H7_Vaccination policy,policy_end_H7_Vaccination policy,policy_mean_H1_Public information campaigns,policy_start_H1_Public information campaigns,policy_end_H1_Public information campaigns,policy_mean_C4M_Restrictions on gatherings,policy_slope_C4M_Restrictions on gatherings,policy_start_C4M_Restrictions on gatherings,policy_end_C4M_Restrictions on gatherings,policy_mean_C2M_Workplace closing,policy_slope_C2M_Workplace closing,policy_start_C2M_Workplace closing,policy_end_C2M_Workplace closing,policy_mean_C1M_School closing,policy_slope_C1M_School closing,policy_start_C1M_School closing,policy_end_C1M_School closing,policy_mean_C3M_Cancel public events,policy_slope_C3M_Cancel public events,policy_start_C3M_Cancel public events,policy_end_C3M_Cancel public events,policy_mean_E1_Income support,policy_slope_E1_Income support,policy_start_E1_Income support,policy_end_E1_Income support,policy_mean_C8EV_International travel controls,policy_slope_C8EV_International travel controls,policy_start_C8EV_International travel controls,policy_end_C8EV_International travel controls,growth_rate_mean,growth_rate_max
200,51.916190476190486,-0.1985714285714273,53.24,50.46,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.5238095238095237,-0.07142857142857136,3.0,2.0,-0.0034591911482063113,0.09370118376750093
201,51.78380952380954,-0.19857142857142893,53.24,50.46,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.4761904761904763,-0.07142857142857136,3.0,2.0,0.002121968423871932,0.09370118376750093
202,51.65142857142858,-0.19496103896104008,53.24,50.46,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.4285714285714284,-0.07012987012987004,3.0,2.0,0.009862276066691019,0.1244487578326261
203,51.519047619047626,-0.1877402597402587,53.24,50.46,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.380952380952381,-0.06753246753246747,3.0,2.0,0.020133429315852287,0.20793711855792119
204,51.38666666666667,-0.1769090909090908,53.24,50.46,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.3333333333333335,-0.06363636363636367,3.0,2.0,0.03145884636117496,0.24934887508031622
205,51.25428571428572,-0.16246753246753298,53.24,50.46,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.2857142857142856,-0.05844155844155842,3.0,2.0,0.0416166106796945,0.24934887508031622
206,51.12190476190477,-0.1444155844155838,53.24,50.46,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.238095238095238,-0.051948051948051875,3.0,2.0,0.0495040697271673,0.24934887508031622
207,50.98952380952382,-0.1227532467532464,53.24,50.46,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.1904761904761907,-0.04415584415584417,3.0,2.0,0.05565203072027608,0.24934887508031622
208,50.85714285714287,-0.09748051948051917,53.24,50.46,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.142857142857143,-0.03506493506493506,3.0,2.0,0.060996407022079945,0.24934887508031622
209,50.72476190476192,-0.06859740259740288,53.24,50.46,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0952380952380953,-0.02467532467532467,3.0,2.0,0.06564647007050033,0.24934887508031622
210,50.50428571428572,-0.0601298701298705,53.24,48.61,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,1.9523809523809523,-0.012987012987012998,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0476190476190474,-0.012987012987012951,3.0,2.0,0.06897247804206846,0.24934887508031622
211,50.28380952380952,-0.04564935064935,50.46,48.61,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,1.9047619047619047,-0.024675324675324684,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07074799837486076,0.24934887508031622
212,50.19571428571429,-0.06487012987012997,50.46,48.61,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,1.8571428571428572,-0.035064935064935056,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0721089694898613,0.24934887508031622
213,50.107619047619046,-0.08168831168831113,50.46,48.61,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,1.8095238095238095,-0.04415584415584414,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07510946556458865,0.24934887508031622
214,50.01952380952381,-0.09610389610389583,50.46,48.61,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,1.7619047619047619,-0.051948051948051875,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08090824984217021,0.24934887508031622
215,49.93142857142857,-0.10811688311688297,50.46,48.61,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,1.7142857142857142,-0.05844155844155843,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08827896762982873,0.24934887508031622
216,49.843333333333334,-0.11772727272727336,50.46,48.61,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,1.6666666666666667,-0.06363636363636357,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.09415525185273554,0.24934887508031622
217,50.30666666666667,0.02545454545454564,50.46,60.19,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.9523809523809526,-0.012987012987013,4.0,3.0,2.0,0.0,2.0,2.0,1.619047619047619,-0.06753246753246753,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0960691463555514,0.24934887508031622
218,50.77,0.15599999999999992,50.46,60.19,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.9047619047619047,-0.02467532467532464,4.0,3.0,2.0,0.0,2.0,2.0,1.5714285714285714,-0.07012987012987011,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.09435708724212788,0.24934887508031622
219,51.233333333333334,0.27390909090909127,50.46,60.19,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.857142857142857,-0.03506493506493491,4.0,3.0,2.0,0.0,2.0,2.0,1.5238095238095237,-0.07142857142857144,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.09186515078833771,0.24934887508031622
220,51.69666666666667,0.3791818181818185,50.46,60.19,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.8095238095238093,-0.04415584415584421,4.0,3.0,2.0,0.0,2.0,2.0,1.4761904761904763,-0.0714285714285714,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.09128731299261238,0.24934887508031622
221,52.160000000000004,0.47181818181818214,50.46,60.19,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.761904761904762,-0.051948051948051896,4.0,3.0,2.0,0.0,2.0,2.0,1.4285714285714286,-0.07012987012987008,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.09277942267538941,0.24934887508031622
222,52.7552380952381,0.5877922077922069,50.46,62.96,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.761904761904762,-0.045454545454545366,4.0,4.0,2.0,0.0,2.0,2.0,1.380952380952381,-0.06753246753246753,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.09408803191224291,0.24934887508031622
223,53.21857142857144,0.6515584415584412,50.46,60.19,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.7142857142857144,-0.05194805194805193,4.0,3.0,2.0,0.0,2.0,2.0,1.3333333333333333,-0.06363636363636362,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.09282251191085206,0.24934887508031622
224,53.94619047619048,0.774766233766234,50.46,65.74,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.6666666666666665,-0.057142857142857106,4.0,3.0,2.0,0.0,2.0,2.0,1.380952380952381,-0.03246753246753249,2.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08863660297991269,0.24934887508031622
225,54.67380952380953,0.8781298701298698,50.46,65.74,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.619047619047619,-0.06103896103896107,4.0,3.0,2.0,0.0,2.0,2.0,1.4285714285714286,-0.0025974025974025887,2.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0833767376733698,0.22160988575207222
226,55.401428571428575,0.9616493506493501,50.46,65.74,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.5714285714285716,-0.06363636363636362,4.0,3.0,2.0,0.0,2.0,2.0,1.4761904761904763,0.025974025974025986,2.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07927038845867262,0.15117880097039427
227,56.12904761904762,1.025324675324674,50.46,65.74,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.5238095238095237,-0.06493506493506492,4.0,3.0,2.0,0.0,2.0,2.0,1.5238095238095237,0.05324675324675322,2.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07728483015265951,0.13889170364291545
228,56.59238095238096,0.9970779220779212,50.46,60.19,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.4761904761904763,-0.06493506493506496,4.0,3.0,2.0,0.0,2.0,2.0,1.4761904761904763,0.05324675324675323,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07723333552173346,0.13889170364291545
229,57.05571428571429,0.956194805194805,50.46,60.19,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.4285714285714284,-0.06363636363636364,4.0,3.0,2.0,0.0,2.0,2.0,1.4285714285714286,0.05454545454545455,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07865208469055715,0.13889170364291545
230,57.519047619047626,0.9026753246753257,48.61,60.19,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.380952380952381,-0.061038961038961094,4.0,3.0,2.0,0.0,2.0,2.0,1.380952380952381,0.05714285714285716,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08107649631936512,0.13889170364291545
231,57.915714285714294,0.7678831168831153,48.61,56.94,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.3333333333333335,-0.05714285714285713,4.0,3.0,1.9523809523809523,-0.012987012987012998,2.0,1.0,1.380952380952381,0.04675324675324677,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08403646354494124,0.13889170364291545
232,58.31238095238096,0.6222727272727266,48.61,56.94,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.2857142857142856,-0.05194805194805203,4.0,3.0,1.9047619047619047,-0.024675324675324684,2.0,1.0,1.380952380952381,0.03636363636363636,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0871148169865114,0.13889170364291545
233,58.709047619047624,0.46584415584415606,48.61,56.94,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.238095238095238,-0.045454545454545456,4.0,3.0,1.8571428571428572,-0.035064935064935056,2.0,1.0,1.380952380952381,0.025974025974026014,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0896341189437566,0.13889170364291545
234,59.1057142857143,0.29859740259740375,48.61,56.94,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.1904761904761907,-0.037662337662337675,4.0,3.0,1.8095238095238095,-0.04415584415584414,2.0,1.0,1.380952380952381,0.015584415584415588,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.09034146075229428,0.13889170364291545
235,59.50238095238096,0.12053246753246748,48.61,56.94,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.142857142857143,-0.028571428571428675,4.0,3.0,1.7619047619047619,-0.051948051948051875,2.0,1.0,1.380952380952381,0.005194805194805209,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08811338164857735,0.13889170364291545
236,59.89904761904762,-0.06835064935064815,48.61,56.94,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0952380952380953,-0.018181818181818087,4.0,3.0,1.7142857142857142,-0.05844155844155843,2.0,1.0,1.380952380952381,-0.005194805194805185,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08331961513013018,0.13889170364291545
237,60.2957142857143,-0.26805194805194654,60.19,56.94,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0476190476190474,-0.0064935064935064445,3.0,3.0,1.6666666666666667,-0.06363636363636357,2.0,1.0,1.380952380952381,-0.015584415584415567,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07821524856799786,0.13889170364291545
238,60.14095238095239,-0.313142857142857,60.19,56.94,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0476190476190474,-0.00779220779220773,3.0,3.0,1.619047619047619,-0.06753246753246753,2.0,1.0,1.380952380952381,-0.025974025974025934,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07547413632271267,0.13889170364291545
239,59.98619047619049,-0.35401298701298717,60.19,56.94,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0476190476190474,-0.009090909090909071,3.0,3.0,1.5714285714285714,-0.07012987012987011,2.0,1.0,1.380952380952381,-0.036363636363636376,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07603558329300002,0.13889170364291545
240,59.83142857142858,-0.39066233766233643,60.19,56.94,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0476190476190474,-0.010389610389610374,3.0,3.0,1.5238095238095237,-0.07142857142857144,2.0,1.0,1.380952380952381,-0.04675324675324676,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07849536949862898,0.13889170364291545
241,59.67666666666668,-0.42309090909090924,60.19,56.94,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0476190476190474,-0.011688311688311618,3.0,3.0,1.4761904761904763,-0.0714285714285714,2.0,1.0,1.380952380952381,-0.05714285714285716,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08068076153120189,0.13889170364291545
242,59.52190476190477,-0.4512987012987004,62.96,56.94,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0476190476190474,-0.012987012987012962,4.0,3.0,1.4285714285714286,-0.07012987012987008,2.0,1.0,1.380952380952381,-0.0675324675324675,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08152930703786529,0.13889170364291545
243,59.23523809523811,-0.4357142857142858,60.19,56.94,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.380952380952381,-0.06753246753246753,2.0,1.0,1.380952380952381,-0.07792207792207788,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08129217851997847,0.13889170364291545
244,58.81619047619049,-0.523961038961039,65.74,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.3333333333333333,-0.06363636363636362,2.0,1.0,1.380952380952381,-0.08831168831168833,3.0,1.0,1.9523809523809523,-0.012987012987012998,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0804661338529274,0.13889170364291545
245,58.132857142857155,-0.5214935064935057,65.74,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.2857142857142858,-0.058441558441558406,2.0,1.0,1.2857142857142858,-0.07012987012987015,3.0,1.0,1.9047619047619047,-0.024675324675324684,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07926627417644652,0.13889170364291545
246,57.449523809523825,-0.5003896103896093,65.74,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.2380952380952381,-0.05194805194805192,2.0,1.0,1.1904761904761905,-0.04935064935064934,3.0,1.0,1.8571428571428572,-0.035064935064935056,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07811331896132646,0.1353765522434317
247,56.766190476190495,-0.46064935064934953,65.74,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.1904761904761905,-0.044155844155844136,2.0,1.0,1.0952380952380953,-0.02597402597402601,3.0,1.0,1.8095238095238095,-0.04415584415584414,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07783695054496731,0.12957281549988917
248,56.08285714285715,-0.4022727272727261,60.19,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.1428571428571428,-0.0350649350649351,2.0,1.0,1.0,0.0,1.0,1.0,1.7619047619047619,-0.051948051948051875,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07883703825087021,0.13048391836807993
249,55.66380952380954,-0.4045454545454547,60.19,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0952380952380953,-0.024675324675324694,2.0,1.0,1.0,0.0,1.0,1.0,1.7142857142857142,-0.05844155844155843,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08034886836257568,0.13048391836807993
250,55.24476190476191,-0.3953896103896108,60.19,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0476190476190477,-0.012987012987013017,2.0,1.0,1.0,0.0,1.0,1.0,1.6666666666666667,-0.06363636363636357,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0811533888249831,0.13048391836807993
251,54.82571428571429,-0.37480519480519436,56.94,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.619047619047619,-0.06753246753246753,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08096975072018375,0.13048391836807993
252,54.56142857142858,-0.3892207792207783,56.94,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5714285714285714,-0.07012987012987011,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08061248529435011,0.13048391836807993
253,54.297142857142866,-0.3964285714285707,56.94,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5238095238095237,-0.07142857142857144,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08085119967910014,0.13048391836807993
254,54.032857142857154,-0.3964285714285713,56.94,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.4761904761904763,-0.0714285714285714,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0816577876799222,0.13048391836807993
255,53.76857142857144,-0.3892207792207788,56.94,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.4285714285714286,-0.07012987012987008,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08263428565768516,0.13048391836807993
256,53.50428571428572,-0.37480519480519475,56.94,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.380952380952381,-0.06753246753246753,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08371936734466828,0.13048391836807993
257,53.239999999999995,-0.35318181818181854,56.94,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.3333333333333333,-0.06363636363636362,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08525645561402928,0.13048391836807993
258,52.97571428571429,-0.32435064935064783,56.94,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.2857142857142858,-0.058441558441558406,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08748496421931977,0.13048391836807993
259,52.71142857142858,-0.28831168831168896,56.94,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.2380952380952381,-0.05194805194805192,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.09012772705154486,0.13048391836807993
260,52.447142857142865,-0.24506493506493426,56.94,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.1904761904761905,-0.044155844155844136,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.09246084927038135,0.13048391836807993
261,52.18285714285715,-0.1946103896103902,56.94,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.1428571428571428,-0.0350649350649351,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.09362321669047692,0.13048391836807993
262,51.91857142857144,-0.1369480519480515,56.94,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0952380952380953,-0.024675324675324694,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.09295726925897559,0.13048391836807993
263,51.65428571428571,-0.07207792207792209,56.94,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0476190476190477,-0.012987012987013017,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.09044582845692875,0.13048391836807993
264,51.39,0.0,51.39,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08692510134042089,0.13048391836807993
265,51.39,0.0,51.39,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08352157065636619,0.13048391836807993
266,51.39,0.0,51.39,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08071837171844878,0.13048391836807993
267,51.39,0.0,51.39,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07815586282230115,0.13048391836807993
268,51.39,0.0,51.39,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07530473322333181,0.13048391836807993
269,51.39,0.0,51.39,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.07204864017443716,0.11952106768757245
270,51.39,0.0,51.39,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.06857853690961578,0.1185338953572076
271,51.39,0.0,51.39,51.39,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0649921587138427,0.1185338953572076
