data_num,Week,$\mu^c$,$\beta^c$,$\sigma^c$,$Delta^c$,$Omicron^c$,$Policy^c$,$Policy^p$,RI,label,beta,gamma,R0,Re,growth_rate,doubling_time,sir_fit_r2,sir_residual,sir_rel_residual,Re_trend,peak_estimate,initial_cases,final_cases,case_ratio,sir_reliable
938,1,0.3355,-0.0265,0.2259,0,1,0.1164,0.1111,-0.004284017410604463,0,0.0896,0.1614,0.555,0.547,-0.0718,9.7,0.771,-2336.8,-0.1619,0.0387,71419.2,70692,14428,0.204,1
939,2,0.3126,-0.0264,0.2256,0,1,0.1151,0.1111,-0.003631524992546464,0,0.25,0.1,2.5,2.464,0.15,4.6,-1803.9418,-1745447.7,-125.7322,0.0244,196121.5,95669,13881,0.145,0
940,3,0.3807,-0.0227,0.2201,0,1,0.1137,0.1111,-0.003197348103418746,0,0.038,0.1175,0.323,0.319,-0.0795,8.7,0.1193,14201.8,0.4952,0.0092,71099.4,71099,28678,0.403,1
941,4,0.5084,-0.0215,0.246,0,1,0.1124,0.1111,-0.00282223289233553,0,0.0558,0.1019,0.548,0.541,-0.0461,15.0,0.3975,12630.5,0.3914,-0.0017,49467.6,49467,32269,0.652,1
942,5,0.524,-0.0187,0.2444,0,1,0.1111,0.1111,-0.002419261169697329,0,0.0952,0.1211,0.786,0.777,-0.0259,26.7,0.5885,5716.7,0.2053,-0.0037,37522.7,37268,27841,0.747,1
943,6,0.4947,-0.0168,0.2356,0,1,0.1111,0.1111,-0.001922124672917181,0,0.1893,0.2,0.946,0.936,-0.0107,64.6,0.2603,-2503.2,-0.1191,0.0031,37522.7,29325,21017,0.717,1
944,0,0.4738,-0.018,0.2394,0,1,0.1111,0.1111,-0.001457968757877848,1,0.19,0.2,0.95,0.94,-0.01,69.5,0.2032,-8474.9,-0.5846,0.0095,37522.7,28200,14495,0.514,1
945,1,0.4613,-0.0271,0.2572,0,1,0.1111,0.1111,-0.001160823623747124,1,0.0341,0.0879,0.388,0.383,-0.0538,12.9,0.453,-7977.1,-1.0317,0.0098,46146.5,46146,7730,0.168,1
946,2,0.469,-0.0259,0.2593,0,1,0.1111,0.1111,0.0001787247015622727,1,0.0826,0.1328,0.622,0.615,-0.0503,13.8,0.3304,-2184.8,-0.1653,-0.0135,42180.1,42180,13215,0.313,1
947,3,0.4546,-0.0175,0.2407,0,1,0.1111,0.1111,0.0006821592426699579,1,0.0173,0.0487,0.356,0.353,-0.0313,22.1,0.2952,8348.1,0.3128,-0.0215,34335.0,34335,26687,0.777,1
948,4,0.4466,-0.0134,0.2353,0,1,0.1111,0.1111,0.001040109136139383,1,0.1668,0.1829,0.912,0.903,-0.0162,42.9,0.2579,9941.7,0.3277,-0.0203,34314.8,28299,30333,1.072,1
949,5,0.4394,-0.0119,0.2336,0,1,0.1111,0.1111,0.001519499008242876,1,0.1934,0.2,0.967,0.958,-0.0066,105.0,0.0981,6573.5,0.2348,-0.0046,34314.8,24568,27990,1.139,1
950,6,0.4308,-0.0105,0.2315,0,1,0.1111,0.1111,0.002096514185485602,1,0.2055,0.2,1.028,1.018,0.0055,125.9,-0.2746,1155.6,0.0481,0.0192,35637.6,20590,24026,1.167,0
951,0,0.4251,-0.0107,0.2318,0,1,0.1111,0.1111,0.002591919654682321,1,0.2041,0.2,1.021,1.011,0.0041,168.1,-0.1784,-3605.5,-0.1883,0.0402,35305.0,21060,19148,0.909,0
952,1,0.421,-0.0195,0.2377,0,1,0.1111,0.1111,0.002895427445511716,1,0.112,0.1573,0.712,0.705,-0.0454,15.3,0.2441,-4123.9,-0.3691,0.0495,38004.5,38004,11171,0.294,1
