data_num,Week,$\mu^c$,$\beta^c$,$\sigma^c$,$Delta^c$,$Omicron^c$,$Policy^c$,$Policy^p$,RI,label,beta,gamma,R0,Re,growth_rate,doubling_time,sir_fit_r2,sir_residual,sir_rel_residual,Re_trend,peak_estimate,initial_cases,final_cases,case_ratio,sir_reliable
559,0,0.2171,0.0086,0.1327,1,0,0.4474,0.4395,0.003011636874521122,1,0.1975,0.1762,1.121,1.12,0.0213,32.5,-0.2986,-147.9,-0.0785,0.0104,2329.5,1327,1883,1.418,0
560,1,0.2208,0.0051,0.1287,1,0,0.447,0.439,0.002988287464828392,1,0.1893,0.1773,1.068,1.067,0.012,57.7,-0.0615,-335.2,-0.2121,0.0113,2235.3,1506,1579,1.048,0
561,2,0.2218,0.0015,0.1199,1,0,0.4466,0.4385,0.002802601374775059,1,0.1041,0.1135,0.917,0.917,-0.0094,73.9,-0.75,-67.7,-0.0418,0.0092,2061.9,2035,1619,0.795,0
562,3,0.2146,0.0028,0.1171,1,0,0.4463,0.438,0.003023282752607444,1,0.0358,0.0436,0.822,0.821,-0.0078,89.3,-0.6973,-67.9,-0.0416,-0.0054,2061.9,1986,1633,0.822,0
563,4,0.2088,0.0036,0.1154,1,0,0.4459,0.4376,0.00339032289280317,1,0.1791,0.1786,1.003,1.002,0.0005,inf,0.0001,-83.3,-0.0491,-0.0174,2069.8,1758,1693,0.963,1
564,5,0.2274,0.0077,0.1382,1,0,0.4454,0.4372,0.003017626613658903,1,0.1871,0.1776,1.053,1.053,0.0095,73.0,0.1803,340.3,0.1486,-0.0094,2440.3,1611,2288,1.419,1
565,6,0.2643,0.0177,0.218,1,0,0.445,0.4368,0.002018819136836932,1,0.1095,0.0803,1.365,1.364,0.0293,23.7,0.2064,802.0,0.254,0.0066,3803.4,1310,3156,2.406,1
566,0,0.2964,0.0208,0.235,1,0,0.4446,0.4364,0.001199296097818285,1,0.1241,0.0941,1.319,1.318,0.03,23.1,0.338,613.7,0.1997,0.0215,3718.7,1349,3073,2.276,1
567,1,0.3449,0.0189,0.2221,1,0,0.4442,0.4359,0.0005368917797641188,1,0.1175,0.1003,1.171,1.17,0.0172,40.4,0.4102,267.2,0.1024,0.0351,2979.4,1661,2608,1.569,1
568,2,0.362,0.0181,0.2196,1,0,0.4437,0.4355,2.436598929155532e-05,1,0.0341,0.03,1.137,1.136,0.0041,169.0,0.0101,-21.8,-0.0099,0.0443,2846.8,2039,2192,1.074,1
569,3,0.3826,0.0239,0.2398,1,0,0.4432,0.4351,-0.000625802462030851,1,0.0355,0.03,1.182,1.181,0.0055,126.9,0.025,112.1,0.0455,0.043,2873.0,2104,2459,1.168,1
570,4,0.3952,0.0272,0.2463,1,0,0.4427,0.4347,-0.0009509448089916523,1,0.0428,0.03,1.428,1.427,0.0128,54.0,0.3797,66.7,0.0261,0.0264,2997.1,1925,2554,1.326,1
571,5,0.4096,0.0283,0.2489,1,0,0.4422,0.4343,-0.001340337048034743,1,0.0491,0.03,1.637,1.636,0.0191,36.3,0.5872,27.9,0.0107,0.0093,3118.0,1764,2613,1.48,1
572,6,0.4195,0.0273,0.2472,1,0,0.4417,0.4338,-0.001632782230840126,1,0.1861,0.1588,1.172,1.171,0.0273,25.4,0.5876,-375.6,-0.1626,0.0002,3275.9,1554,2308,1.484,1
573,0,0.4275,0.0242,0.2433,1,0,0.4412,0.4334,-0.00191490224704418,0,0.2101,0.1746,1.203,1.202,0.0355,19.5,0.1929,-747.4,-0.373,-0.0029,3432.7,1353,2003,1.478,1
574,1,0.4985,0.014,0.2084,1,0,0.4407,0.4327,-0.002166118412370457,0,0.2245,0.2,1.122,1.121,0.0245,28.3,0.0209,-920.0,-0.5673,-0.007,3221.5,1557,1620,1.04,1
575,2,0.5005,0.0063,0.2055,1,0,0.4402,0.432,-0.00235194192422103,0,0.2051,0.2,1.026,1.025,0.0051,135.1,0.0421,-717.2,-0.4721,-0.0168,2848.9,2018,1518,0.752,1
576,3,0.4994,0.005,0.2058,1,0,0.4398,0.4313,-0.002491958155739815,0,0.2057,0.2,1.029,1.028,0.0057,121.5,0.0303,-418.7,-0.231,-0.0335,2859.9,1991,1811,0.91,1
577,4,0.5097,0.0051,0.2061,1,0,0.4393,0.4307,-0.00289164402541928,0,0.1826,0.1782,1.025,1.024,0.0044,158.4,0.0335,92.1,0.0394,-0.0493,2834.3,2055,2334,1.135,1
578,5,0.5133,0.0038,0.2052,1,0,0.4388,0.4301,-0.003156728657861635,0,0.2023,0.2,1.012,1.011,0.0023,296.7,0.013,162.8,0.0689,-0.0649,2795.1,2100,2363,1.124,1
579,6,0.5106,0.0017,0.2063,1,0,0.4384,0.4295,-0.003282890208113778,0,0.2073,0.2,1.037,1.036,0.0073,94.6,-0.0915,-104.1,-0.0492,-0.067,2891.2,1917,2114,1.102,0
580,0,0.5039,-0.0037,0.2129,1,0,0.4379,0.4289,-0.003292005002439374,0,0.2204,0.2,1.102,1.101,0.0204,33.9,-1.0815,-680.6,-0.4254,-0.0505,3143.3,1515,1598,1.054,0
581,1,0.4977,-0.0125,0.2226,1,0,0.4375,0.4283,-0.003287696231801688,0,0.2133,0.1915,1.114,1.113,0.0218,31.8,-1.5275,-1018.2,-0.8707,-0.0289,3169.5,1414,1168,0.825,0
582,2,0.4898,-0.0199,0.2325,1,0,0.437,0.4278,-0.003262493771120675,0,0.2163,0.2,1.081,1.081,0.0163,42.6,-1.3143,-883.6,-0.7586,-0.0173,3063.6,1478,1163,0.786,0
583,3,0.4869,-0.0258,0.2353,1,0,0.4366,0.4272,-0.003119260715837169,0,0.1607,0.1647,0.975,0.975,-0.0041,170.6,-0.0889,-341.1,-0.2316,-0.0134,2743.9,1966,1471,0.748,0
584,4,0.4918,-0.0295,0.2323,1,0,0.4362,0.4267,-0.003097132335575345,0,0.1407,0.169,0.833,0.832,-0.0283,24.5,0.7747,336.7,0.1778,-0.0075,2739.2,2739,1892,0.691,1
585,5,0.4758,-0.0302,0.2343,1,0,0.4358,0.4263,-0.002835016407148025,0,0.0878,0.1279,0.686,0.686,-0.0401,17.3,0.7467,488.9,0.2602,-0.0037,3099.3,3099,1877,0.606,1
586,6,0.5332,-0.031,0.249,1,0,0.4353,0.4258,-0.002377882710879211,0,0.095,0.1212,0.783,0.783,-0.0263,26.4,0.7423,198.4,0.1166,0.0003,2582.0,2539,1700,0.669,1
587,0,0.4985,-0.0296,0.2411,1,0,0.4349,0.4254,-0.001889723338456643,1,0.1608,0.1818,0.885,0.884,-0.021,33.1,0.6349,-105.6,-0.075,0.0087,2584.0,2301,1407,0.611,1
588,1,0.464,-0.0328,0.2583,1,0,0.4343,0.4253,-0.001375672403257851,1,0.1533,0.1819,0.843,0.842,-0.0286,24.2,0.718,-356.9,-0.3521,0.0121,2584.9,2427,1012,0.417,1
589,2,0.4321,-0.0357,0.2715,1,0,0.4337,0.4252,-0.0008919703291960161,1,0.0755,0.1195,0.632,0.631,-0.044,15.8,0.6858,-243.2,-0.2624,0.01,2818.0,2818,925,0.328,1
590,3,0.452,-0.0334,0.2719,1,0,0.4331,0.4251,-0.0001308862422688107,1,0.0698,0.1103,0.633,0.633,-0.0405,17.1,0.5572,197.3,0.1426,-0.0005,2661.0,2661,1382,0.519,1
591,4,0.4192,-0.0291,0.2512,1,0,0.4325,0.425,0.0006051780406666027,1,0.0882,0.1275,0.692,0.691,-0.0393,17.6,0.4222,336.9,0.2235,-0.0116,2568.8,2568,1506,0.586,1
592,5,0.3887,-0.0248,0.2302,1,0,0.4319,0.4249,0.001311191198321378,1,0.0939,0.1221,0.768,0.768,-0.0283,24.5,0.6019,298.3,0.1931,-0.0139,2193.2,2193,1543,0.704,1
593,6,0.3669,-0.0211,0.2165,1,0,0.4314,0.4248,0.001877848686852004,1,0.1524,0.1669,0.913,0.912,-0.0145,47.8,0.4424,182.2,0.1186,-0.0022,2185.8,1809,1535,0.848,1
594,0,0.3473,-0.0191,0.2093,1,0,0.4309,0.4247,0.002478818499220277,1,0.1636,0.1641,0.997,0.996,-0.0005,inf,-0.1736,-72.2,-0.0522,0.0117,2185.8,1469,1382,0.94,0
595,1,0.333,-0.022,0.2167,1,0,0.4304,0.4233,0.002919225164836895,1,0.1706,0.1804,0.946,0.945,-0.0098,70.8,0.2633,-175.4,-0.1501,0.0211,2185.8,1633,1167,0.714,1
596,2,0.3238,-0.0246,0.221,1,0,0.4299,0.4219,0.00324993200132234,1,0.091,0.1248,0.729,0.729,-0.0338,20.5,0.5389,86.9,0.0721,0.0246,2194.6,2194,1204,0.548,1
597,3,0.3217,-0.0176,0.2184,1,0,0.4294,0.4205,0.003498613697989068,2,0.0467,0.0884,0.528,0.527,-0.0418,16.6,-0.5157,644.6,0.3738,0.0265,2487.5,2487,1723,0.693,0
598,4,0.3128,-0.0056,0.1986,1,0,0.4289,0.4191,0.003811474466904747,2,0.0931,0.1229,0.758,0.758,-0.0297,23.3,-1.0064,894.4,0.4204,0.0206,2232.8,2232,2126,0.952,0
599,5,0.3113,0.0043,0.1959,1,0,0.4285,0.4177,0.003956012910689682,2,0.019,0.03,0.633,0.632,-0.011,62.9,-0.4411,808.5,0.3557,0.0235,2271.8,1824,2271,1.245,0
600,6,0.3162,0.0123,0.2033,1,0,0.428,0.4164,0.003988476428870382,2,0.0415,0.03,1.385,1.384,0.0115,60.1,0.1737,459.5,0.2081,0.0359,2385.8,1387,2207,1.589,1
601,0,0.3308,0.0166,0.215,1,0,0.4276,0.417,0.003936833508184382,2,0.1212,0.0971,1.248,1.247,0.0241,28.8,0.2815,93.7,0.0461,0.0536,2490.4,1198,2032,1.695,1
602,1,0.342,0.015,0.2116,1,0,0.4272,0.4176,0.003920950630483651,2,0.0463,0.03,1.543,1.542,0.0163,42.6,0.2619,-206.5,-0.1242,0.0608,2432.7,1348,1661,1.231,1
603,2,0.3493,0.0128,0.2087,1,0,0.4268,0.4182,0.004057567440005666,2,0.1089,0.1092,0.998,0.997,-0.0003,inf,-0.1423,-165.9,-0.1087,0.0505,2183.9,1699,1525,0.897,0
604,3,0.2876,0.0158,0.1905,1,0,0.4264,0.4188,0.003849202129920771,2,0.0228,0.03,0.759,0.758,-0.0072,95.8,-0.7494,563.9,0.2453,0.0409,2298.3,2004,2298,1.146,0
605,4,0.2847,0.0216,0.1961,1,0,0.426,0.4194,0.003987005042327273,2,0.0357,0.03,1.191,1.19,0.0057,121.1,-0.0069,611.0,0.2372,0.0191,2678.3,1751,2575,1.469,0
606,5,0.2986,0.0254,0.2062,1,0,0.4257,0.42,0.004020029922419848,2,0.047,0.03,1.566,1.565,0.017,40.8,0.4995,398.0,0.1561,0.0058,2851.8,1532,2549,1.663,1
607,6,0.3119,0.0277,0.2119,1,0,0.4254,0.4206,0.004179277814940505,2,0.1255,0.0929,1.351,1.35,0.0326,21.3,0.8424,-27.5,-0.0117,0.0025,2877.6,1234,2342,1.896,1
608,0,0.3289,0.0284,0.214,1,0,0.4251,0.4212,0.004233157399810945,2,0.2478,0.2,1.239,1.238,0.0478,14.5,0.6852,-466.7,-0.2209,0.0031,3254.2,991,2111,2.128,1
609,1,0.3385,0.0236,0.202,1,0,0.4241,0.4241,0.004395681068047077,2,0.212,0.1744,1.216,1.215,0.0377,18.4,0.5266,-747.6,-0.4417,-0.0012,3141.8,1148,1691,1.471,1
610,2,0.3157,0.0192,0.1976,1,0,0.4231,0.427,0.004536691995029167,2,0.195,0.1766,1.104,1.103,0.0184,37.7,0.4412,-533.7,-0.3205,-0.0148,2806.3,1521,1664,1.093,1
611,3,0.2415,0.0151,0.1469,1,0,0.4222,0.4299,0.004862320996675033,2,0.1964,0.1767,1.111,1.11,0.0197,35.2,0.5416,-121.7,-0.0562,-0.0353,2828.3,1543,2164,1.402,1
612,4,0.2588,0.0157,0.1496,1,0,0.4212,0.4329,0.004998994592904707,2,0.1507,0.1288,1.17,1.169,0.0219,31.6,0.5548,144.4,0.0573,-0.0456,2905.5,1532,2519,1.643,1
613,5,0.2742,0.0151,0.1475,1,0,0.4202,0.4358,0.005208821795859206,2,0.164,0.1363,1.203,1.202,0.0277,25.0,0.4456,88.5,0.0346,-0.0417,3052.6,1418,2556,1.802,1
614,6,0.2876,0.0143,0.1446,1,0,0.4193,0.4387,0.005527926156607585,2,0.2139,0.1741,1.228,1.227,0.0397,17.5,-0.2499,-169.7,-0.0693,-0.0295,3177.2,1183,2447,2.067,0
615,0,0.304,0.0131,0.139,1,0,0.4196,0.4396,0.005684029321905762,2,0.154,0.1068,1.442,1.44,0.0472,14.7,-0.9724,-419.8,-0.1805,-0.0118,3307.0,1068,2324,2.173,0
616,1,0.2986,0.0086,0.1239,1,0,0.42,0.4406,0.005836443259871571,2,0.1867,0.1542,1.21,1.209,0.0325,21.4,-0.9279,-585.6,-0.2953,-0.0001,3061.3,1341,1981,1.476,0
617,2,0.2222,0.005,0.117,1,0,0.4204,0.4415,0.005829385816911405,2,0.1478,0.1397,1.058,1.057,0.0081,85.7,0.1225,-248.5,-0.1218,0.0028,2635.8,1945,2038,1.047,1
618,3,0.1763,0.0066,0.1044,1,0,0.4208,0.4424,0.006029751550915645,2,0.0315,0.03,1.051,1.05,0.0015,454.0,-0.0647,542.5,0.1888,0.0018,2903.1,2259,2872,1.27,0
619,4,0.1836,0.0097,0.1183,1,0,0.4211,0.4434,0.006255186569600803,2,0.0366,0.03,1.219,1.218,0.0066,105.7,0.1731,840.3,0.2503,0.0016,3509.6,2206,3355,1.52,1
620,5,0.1955,0.0118,0.1261,1,0,0.4215,0.4443,0.006541512200142266,2,0.0447,0.03,1.488,1.487,0.0147,47.3,0.4756,604.2,0.1827,0.0065,3645.1,2015,3306,1.639,1
621,6,0.205,0.0139,0.1329,1,0,0.4219,0.4453,0.00682394513526645,2,0.122,0.096,1.271,1.269,0.026,26.7,0.5875,307.6,0.0938,0.0204,3873.8,1766,3277,1.855,1
622,0,0.2182,0.0153,0.1384,1,0,0.4223,0.4462,0.00707381615034759,2,0.211,0.1748,1.207,1.206,0.0362,19.1,0.5037,-180.3,-0.0594,0.0334,4064.6,1557,3032,1.946,1
623,1,0.2327,0.014,0.1328,1,0,0.4233,0.4475,0.007128154052654883,2,0.1196,0.093,1.286,1.284,0.0266,26.1,0.5779,-370.6,-0.1351,0.0379,3881.9,1829,2741,1.498,1
624,2,0.2218,0.0118,0.1262,1,0,0.4244,0.4487,0.00740636401216619,2,0.0326,0.03,1.086,1.085,0.0026,267.9,-0.0626,-68.1,-0.0254,0.033,3332.5,2605,2675,1.027,0
625,3,0.1605,0.012,0.1054,1,0,0.4254,0.45,0.00778815166899165,2,0.0384,0.03,1.279,1.277,0.0084,82.9,0.1906,660.9,0.1788,0.021,3912.4,2567,3696,1.439,1
626,4,0.1733,0.0149,0.1182,1,0,0.4265,0.4513,0.00817852279925553,2,0.0451,0.03,1.504,1.502,0.0151,45.9,0.466,758.4,0.1871,0.0081,4482.4,2435,4053,1.663,1
627,5,0.1869,0.017,0.1272,1,0,0.4275,0.4526,0.008499228812743356,2,0.0549,0.0304,1.804,1.802,0.0245,28.3,0.7586,561.0,0.1353,0.0032,4854.3,2196,4144,1.886,1
628,6,0.2028,0.0189,0.1359,1,0,0.4285,0.4538,0.008666231401460233,2,0.0934,0.0581,1.608,1.606,0.0353,19.6,0.9023,210.6,0.0509,0.008,5160.3,1939,4138,2.132,1
629,0,0.2176,0.0199,0.1401,1,0,0.4296,0.4551,0.008831388386888427,2,0.2026,0.1549,1.308,1.306,0.0477,14.5,0.8306,-393.9,-0.1018,0.0112,5382.6,1643,3869,2.353,1
630,1,0.2312,0.0179,0.1322,1,0,0.4315,0.4564,0.00896299787249372,2,0.2406,0.2,1.203,1.202,0.0406,17.1,0.743,-868.5,-0.2648,0.0102,5312.2,1841,3278,1.78,1
631,2,0.2006,0.0155,0.1279,1,0,0.4334,0.4577,0.009167970741908395,2,0.1983,0.1766,1.123,1.122,0.0218,31.9,0.6385,-762.1,-0.2534,-0.0005,4765.6,2440,3006,1.231,1
632,3,0.199,0.0168,0.1339,1,0,0.4354,0.459,0.0090191183351032,2,0.1178,0.0959,1.229,1.227,0.0219,31.6,0.7196,350.1,0.0793,-0.0099,5088.8,2620,4411,1.683,1
633,4,0.2213,0.0198,0.1523,1,0,0.4373,0.4603,0.008771985628274345,2,0.0597,0.03,1.99,1.987,0.0297,23.3,0.7873,854.1,0.1605,-0.0166,6425.7,2466,5320,2.156,1
634,5,0.2423,0.0213,0.1597,1,0,0.4392,0.4615,0.008617559149106347,2,0.1284,0.0901,1.426,1.424,0.0384,18.1,0.839,627.0,0.1154,-0.0148,6888.3,2230,5430,2.433,1
635,6,0.2669,0.0229,0.1691,1,0,0.4412,0.4628,0.008256798844825313,2,0.201,0.1553,1.295,1.293,0.0457,15.2,0.821,307.6,0.0559,-0.0013,7267.3,2082,5504,2.642,1
636,0,0.2889,0.0236,0.1724,1,0,0.4418,0.4641,0.007823897882333024,2,0.2268,0.1728,1.313,1.311,0.0541,12.8,0.697,-472.7,-0.0928,0.0113,7267.9,1889,5091,2.694,1
637,1,0.2925,0.0213,0.164,1,0,0.4432,0.4641,0.007484846866950505,2,0.2411,0.2,1.205,1.204,0.0411,16.9,0.7125,-1066.7,-0.2508,0.0174,6973.6,2340,4251,1.816,1
638,2,0.2396,0.0219,0.1724,1,0,0.4447,0.464,0.006924641675537162,2,0.1205,0.0974,1.236,1.235,0.023,30.1,0.7366,-349.5,-0.0749,0.0162,6289.4,3164,4665,1.474,1
639,3,0.2765,0.028,0.2167,1,0,0.4462,0.464,0.00618090974365464,2,0.0539,0.03,1.797,1.794,0.0239,29.0,0.6948,1054.2,0.1615,0.0101,7621.1,3393,6528,1.923,1
640,4,0.3118,0.0332,0.2473,1,0,0.4477,0.4639,0.005457316481765215,2,0.0623,0.03,2.077,2.073,0.0323,21.5,0.7946,1305.4,0.1773,0.0021,9028.6,3175,7363,2.318,1
641,5,0.3486,0.0365,0.2653,1,0,0.4492,0.4639,0.004673984557394983,2,0.0674,0.03,2.246,2.242,0.0374,18.5,0.8585,1048.0,0.1389,0.0049,9513.8,3075,7541,2.451,1
642,6,0.3834,0.0391,0.2785,1,0,0.4507,0.4638,0.003927961722763465,2,0.0759,0.03,2.531,2.526,0.0459,15.1,0.9097,174.1,0.0242,0.0139,9521.8,2807,7205,2.566,1
643,0,0.4164,0.0399,0.2818,1,0,0.4522,0.4638,0.003243079463827234,1,0.2061,0.1541,1.337,1.334,0.0519,13.4,0.8479,-925.8,-0.1422,0.0225,9880.5,2635,6512,2.47,1
644,1,0.444,0.0367,0.2695,1,0,0.4531,0.4637,0.002625862122357967,1,0.2452,0.2,1.226,1.224,0.0452,15.3,0.7702,-1598.4,-0.2816,0.0217,9588.1,2948,5676,1.924,1
645,2,0.4351,0.0339,0.2669,1,0,0.4539,0.4637,0.002046062972934858,1,0.226,0.2,1.13,1.128,0.026,26.6,0.6782,-1241.3,-0.2284,0.0102,8611.0,3969,5433,1.368,1
646,3,0.472,0.0382,0.2891,1,0,0.4547,0.4636,0.001296681251595631,1,0.1202,0.0946,1.271,1.269,0.0257,27.0,0.7367,39.8,0.0056,-0.0091,8591.8,4204,7060,1.679,1
647,4,0.5083,0.0404,0.2995,1,0,0.4556,0.4635,0.0005870606710293142,1,0.0579,0.03,1.929,1.925,0.0279,24.9,0.7707,473.4,0.0607,-0.0228,9320.0,4193,7797,1.859,1
648,5,0.5431,0.041,0.302,1,0,0.4564,0.4635,-6.403429204549619e-05,1,0.2094,0.1754,1.194,1.191,0.0339,20.4,0.8203,212.0,0.0268,-0.0262,9778.2,3903,7900,2.023,1
649,6,0.5751,0.0408,0.3012,1,0,0.4572,0.4634,-0.0006967250975410117,1,0.2438,0.2,1.219,1.216,0.0438,15.8,0.6798,-576.8,-0.0761,-0.0223,9893.3,3401,7573,2.226,1
650,0,0.5977,0.0362,0.2879,1,0,0.4581,0.4633,-0.001170770456693175,1,0.2518,0.2,1.259,1.256,0.0518,13.4,0.0918,-2056.8,-0.3274,-0.0175,10309.1,2961,6281,2.12,1
651,1,0.6182,0.0268,0.2616,1,0,0.4589,0.4632,-0.00157967725608476,1,0.2422,0.2,1.211,1.208,0.0422,16.4,-0.1981,-2837.6,-0.5633,-0.0179,9952.5,3390,5036,1.485,0
652,2,0.6467,0.0154,0.2201,1,0,0.4598,0.4632,-0.001984176629634097,0,0.2146,0.2,1.073,1.07,0.0146,47.6,0.2039,-1987.4,-0.4083,-0.0234,8466.5,5128,4867,0.949,1
653,3,0.6688,0.0159,0.2219,1,0,0.4606,0.4631,-0.002486050078283366,0,0.2113,0.2,1.056,1.054,0.0113,61.5,0.3062,-353.1,-0.0538,-0.0349,8288.5,5527,6560,1.187,1
654,4,0.6843,0.0149,0.2192,1,0,0.4614,0.463,-0.002911573126877821,0,0.2151,0.2,1.075,1.073,0.0151,45.9,0.1968,119.3,0.0166,-0.0424,8494.8,5236,7191,1.373,1
655,5,0.6963,0.0107,0.2103,1,0,0.4623,0.463,-0.003275975872845247,0,0.2171,0.2,1.086,1.083,0.0171,40.5,-0.2795,-208.8,-0.0305,-0.0381,8602.9,5020,6850,1.364,0
656,6,0.7005,0.0064,0.2069,1,0,0.4631,0.4629,-0.003576524462238655,0,0.2246,0.2,1.123,1.12,0.0246,28.2,-1.5998,-1196.6,-0.1993,-0.0278,9006.4,4407,6004,1.362,0
657,0,0.7028,0.0001,0.2043,1,0,0.4639,0.4629,-0.003835517939746722,0,0.2271,0.2,1.135,1.132,0.0271,25.6,-2.3849,-2027.7,-0.3962,-0.0166,9138.5,4163,5116,1.229,0
658,1,0.7083,-0.0115,0.203,1,0,0.4639,0.4628,-0.003980279364366656,0,0.2082,0.2,1.041,1.039,0.0082,84.2,-0.8087,-2334.9,-0.5871,-0.0104,8125.7,5359,3975,0.742,0
659,2,0.6975,-0.0221,0.2237,1,0,0.4638,0.4627,-0.00403848564914109,0,0.1858,0.2,0.929,0.926,-0.0142,48.7,0.4373,-1646.1,-0.4464,-0.0141,7682.8,7098,3686,0.519,1
660,3,0.6799,-0.0223,0.2243,1,0,0.4638,0.4627,-0.004100197255379613,0,0.162,0.1807,0.896,0.894,-0.0187,37.0,0.4743,-414.6,-0.0881,-0.0232,7682.8,7458,4706,0.631,1
661,4,0.6596,-0.0231,0.227,1,0,0.4637,0.4627,-0.004136742770894448,0,0.1814,0.2,0.907,0.905,-0.0186,37.3,0.5148,64.0,0.0126,-0.0299,7682.8,7275,5076,0.698,1
662,5,0.6387,-0.024,0.2304,1,0,0.4637,0.4626,-0.004108303789643343,0,0.1847,0.2,0.924,0.921,-0.0153,45.4,0.5074,131.3,0.0257,-0.0286,7682.8,6775,5115,0.755,1
663,6,0.6138,-0.0257,0.2372,1,0,0.4636,0.4626,-0.004011473922365347,0,0.1906,0.2,0.953,0.951,-0.0094,73.9,0.2632,-369.3,-0.0797,-0.0208,7682.8,6037,4629,0.767,1
664,0,0.5858,-0.0291,0.2522,1,0,0.4635,0.4626,-0.003846915345851515,0,0.1755,0.1795,0.978,0.975,-0.004,172.6,-0.088,-1275.6,-0.3469,-0.0115,7682.8,5370,3675,0.684,0
665,1,0.5595,-0.036,0.2785,1,0,0.4635,0.4625,-0.003629228055797092,0,0.185,0.2,0.925,0.923,-0.015,46.3,0.3919,-1616.8,-0.5745,-0.0057,7682.8,5981,2813,0.47,1
666,2,0.5346,-0.0431,0.302,1,0,0.4634,0.4625,-0.003368982436659742,0,0.1393,0.1785,0.78,0.779,-0.0392,17.7,0.8625,-867.0,-0.3191,-0.0054,7854.6,7854,2715,0.346,1
667,3,0.5253,-0.0416,0.3007,1,0,0.4633,0.4625,-0.002994772687546339,0,0.0858,0.1294,0.663,0.662,-0.0436,15.9,0.7901,361.9,0.0965,-0.0108,8109.7,8109,3749,0.462,1
668,4,0.509,-0.0401,0.2976,1,0,0.4633,0.4625,-0.0024181743633057,0,0.0867,0.1288,0.673,0.671,-0.0422,16.4,0.78,834.7,0.2007,-0.0156,7730.5,7730,4157,0.538,1
669,5,0.4731,-0.0378,0.2867,1,0,0.4632,0.4605,-0.001706656082462123,1,0.1311,0.1662,0.789,0.787,-0.0351,19.8,0.8377,553.9,0.1407,-0.0138,6827.5,6827,3935,0.576,1
670,6,0.4318,-0.0352,0.2717,1,0,0.4632,0.4584,-0.0008594531260306788,1,0.16,0.1815,0.881,0.88,-0.0215,32.2,0.5971,-123.3,-0.0357,-0.006,6692.7,5509,3455,0.627,1
671,0,0.4003,-0.0354,0.2724,1,0,0.4631,0.4564,8.130051018190323e-05,1,0.1824,0.2,0.912,0.91,-0.0176,39.3,0.4508,-562.9,-0.1885,0.0061,6692.7,5052,2984,0.591,1
672,1,0.3745,-0.0385,0.2837,1,0,0.463,0.4531,0.001047680317512378,1,0.1701,0.2,0.85,0.849,-0.0299,23.2,0.7611,-539.3,-0.2069,0.0141,6686.6,5727,2605,0.455,1
673,2,0.2878,-0.0339,0.2403,1,0,0.463,0.4498,0.002235006944662212,1,0.0443,0.098,0.452,0.451,-0.0537,12.9,0.8301,250.3,0.0908,0.0156,7335.1,7335,2755,0.376,1
674,3,0.1454,-0.0152,0.1161,1,0,0.4629,0.4464,0.004178531238400487,2,0.0411,0.0927,0.443,0.442,-0.0516,13.4,0.5869,1172.9,0.3171,0.0117,7091.5,7091,3697,0.521,1
675,4,0.113,-0.0104,0.0859,1,0,0.4629,0.4431,0.006537602767807346,2,0.0373,0.0813,0.459,0.458,-0.044,15.8,0.4952,1318.4,0.3313,0.0061,6409.5,6409,3978,0.621,1
676,5,0.0919,-0.0068,0.0661,1,0,0.4628,0.4398,0.009056665193952061,2,0.0308,0.0647,0.477,0.476,-0.0339,20.5,0.432,1395.9,0.3257,0.0104,5689.7,5689,4284,0.753,1
677,6,0.0773,-0.0043,0.0525,1,0,0.4628,0.4365,0.01188572906537349,2,0.0998,0.1194,0.836,0.835,-0.0196,35.4,0.4172,1013.8,0.2392,0.022,4920.3,4770,4236,0.888,1
678,0,0.0724,-0.0029,0.0474,1,0,0.4627,0.4332,0.01482747881107997,2,0.1068,0.1103,0.968,0.967,-0.0035,196.4,0.0749,264.1,0.0686,0.0337,4920.3,3845,3846,1.0,1
679,1,0.0705,-0.0029,0.0473,1,0,0.4627,0.4298,0.017512959573405,2,0.0209,0.03,0.697,0.696,-0.0091,76.2,0.1934,19.9,0.0057,0.0422,4924.8,4137,3469,0.838,1
680,2,0.0668,-0.0028,0.0448,1,0,0.4626,0.4265,0.02022567227440127,2,0.0257,0.054,0.476,0.475,-0.0283,24.5,-0.4566,617.7,0.17,0.0436,5314.2,5314,3632,0.683,0
681,3,0.0595,-0.0,0.0406,1,0,0.4626,0.4232,0.02293291080646122,2,0.0214,0.0452,0.473,0.472,-0.0238,29.1,-1.5285,1658.2,0.3358,0.0388,5280.5,5280,4936,0.935,0
682,4,0.0551,0.0025,0.0435,1,0,0.4626,0.4199,0.02537632631220652,2,0.0174,0.03,0.581,0.58,-0.0126,55.2,-0.8404,2560.4,0.4022,0.0362,6364.6,4890,6364,1.301,0
683,5,0.0482,0.0039,0.0418,1,0,0.4612,0.4185,0.02840424439974949,2,0.0359,0.03,1.198,1.196,0.0059,116.9,0.0181,2361.5,0.3402,0.0388,7227.7,4066,6939,1.706,1
684,6,0.0388,0.0041,0.0356,1,0,0.4599,0.4172,0.03249612545124328,2,0.0561,0.03,1.871,1.868,0.0261,26.5,0.5515,1549.2,0.2204,0.0491,8314.9,3250,7029,2.162,1
685,0,0.0412,0.0049,0.0387,1,0,0.4585,0.4158,0.03600503085653334,2,0.0694,0.03,2.315,2.311,0.0394,17.6,0.7216,908.7,0.1257,0.0649,9220.6,2870,7225,2.516,1
