3.508955099396255939e-01,4.246334734136454347e-01,2.244710166467287493e-01
3.707667008272902409e-01,4.178417450137051348e-01,2.113915541590047353e-01
7.735223467401227682e-01,1.872143423212027646e-01,3.926331093867459210e-02
9.356839748674994350e-01,5.465507425637374656e-02,9.660950876126835757e-03
4.736081052516690204e-01,3.781171572566083272e-01,1.482747374917222916e-01
5.471816848529209576e-01,3.408916986486337786e-01,1.119266164984451389e-01
8.661300324303650155e-01,1.127176564520618318e-01,2.115231111757311794e-02
9.493602915393588582e-01,4.308700436041140031e-02,7.552704100229846486e-03
4.987314301004004968e-01,3.665135655557986705e-01,1.347550043438010825e-01
7.293799003366209233e-01,2.210487742428281221e-01,4.957132542055108643e-02
7.496603797086427434e-01,2.056748227463743584e-01,4.466479754498297455e-02
7.453293337517902239e-01,2.149368221077053442e-01,3.973384414050416813e-02
2.713699020974097431e-02,3.981072039953800212e-01,5.747558057948789489e-01
2.401344385963983044e-02,4.863122564242155360e-02,9.273553304979383904e-01
2.582955569166495158e-01,3.371885579991642512e-01,4.045158850841860110e-01
7.210952052423548025e-07,6.365631700955423404e-07,9.999986423416247217e-01
9.526673774979791537e-03,2.234032320666080526e-02,9.681330030183593616e-01
1.673275376230546618e-01,2.285856976143608998e-01,6.040867647625841608e-01
4.337138541031675425e-08,3.890590803265907737e-08,9.999999177227065772e-01
4.775754689846936629e-03,7.813539850397355213e-02,9.170888468061791921e-01
9.451406337894997442e-03,9.890651883327619132e-01,1.483405329343070100e-03
5.653478056176920452e-01,3.316938948932484088e-01,1.029582994890594488e-01
3.213951899782311883e-01,5.373399712103124060e-01,1.412648388114564613e-01
6.806869092073132566e-02,9.152412993152980736e-01,1.669000976397051750e-02
1.831571419708732246e-02,9.782272216380172303e-01,3.457064164895396093e-03
8.443789300653926910e-02,8.930878854005012135e-01,2.247422159295973249e-02
5.497612444399008202e-02,9.323117313291471309e-01,1.271214422686275068e-02
4.814057649237649811e-02,9.411172159303498042e-01,1.074220757727385213e-02
9.992723267349806759e-01,7.178246860795731892e-04,9.848578939800555374e-06
9.929758821600374041e-01,6.959004523127363014e-03,6.511331683497778046e-05
9.961530327153237385e-01,3.795180580691112377e-03,5.178670398494203880e-05
9.709506367340017263e-01,2.887234100709849469e-02,1.770222588997975833e-04
9.570330155574121589e-01,3.908620543278791548e-02,3.880779009799817641e-03
9.527692485827338187e-01,4.156609097416925913e-02,5.664660443096853661e-03
9.794819605400845175e-01,1.960782540827813239e-02,9.102140516373202978e-04
9.169090276185362098e-01,8.177939576880320638e-02,1.311576612660585520e-03
7.798509411761456005e-04,9.848226980599849023e-01,1.439745099883887013e-02
3.781832310303289628e-04,2.709800264674270837e-03,9.969120165042952841e-01
5.503325968913900385e-03,1.442839958153776213e-02,9.800682744495484711e-01
1.235328909569421073e-06,1.113391016830938711e-06,9.999976512800735629e-01
3.040744162712797904e-01,3.796235694748141820e-01,3.163020142539058610e-01
1.819559140453835822e-02,3.862877800486657492e-02,9.431756305905948379e-01
7.784146887843694865e-03,1.870368702176420858e-02,9.735121660903920393e-01
6.423348988968667975e-03,2.968770936131314916e-02,9.638889416497182783e-01
1.986987377119943735e-03,4.564023239728612902e-01,5.416106886500186013e-01
9.723787289669888478e-01,2.526313735641573174e-02,2.358133676595444272e-03
9.530257756669550107e-01,4.104418206614034864e-02,5.930042266904622487e-03
9.149376301334234407e-01,7.324448891133261696e-02,1.181788095524404468e-02
9.787450658093093114e-01,1.897597501735880099e-02,2.278959173331843776e-03
9.252888274419923675e-01,6.538792236821545922e-02,9.323250189792466405e-03
9.745863257505048560e-01,2.203768483936723727e-02,3.375989410128039415e-03
9.239090257931191763e-01,6.478607806716230044e-02,1.130489613971869672e-02
8.768309697098934929e-01,1.041099866761106274e-01,1.905904361399574781e-02
8.864516204923118536e-01,9.919710190082332846e-02,1.435127760686488209e-02
9.673483696643097041e-01,2.970349955658537627e-02,2.948130779104747058e-03
9.557408439583253701e-01,4.018340916807105340e-02,4.075746873603643301e-03
1.323826641537991233e-01,8.525060501913849231e-01,1.511128565481584946e-02
3.251750630807223041e-01,5.968648655026796979e-01,7.796007141659783146e-02
2.503830770530768857e-01,5.937140846573205621e-01,1.559028382896024412e-01
1.606091905387510219e-02,9.803478442884777655e-01,3.591236657647198238e-03
3.352320549820334006e-03,1.254153168423245875e-02,9.841061477659474033e-01
1.650989705687544787e-02,3.805297573634731922e-02,9.454371272067770837e-01
4.190931459721625331e-06,3.776769479847260719e-06,9.999920322990603072e-01
2.727758465071454161e-04,3.270492424906237209e-03,9.964567317285865089e-01
2.343926962198673580e-01,3.081921560389058179e-01,4.574151477412267131e-01
2.699188578047753348e-02,5.377697618812705277e-02,9.192311380313954450e-01
1.504278601870914500e-01,2.173407212282337797e-01,6.322314185846749091e-01
2.987255704632986730e-01,3.791753690336482352e-01,3.220990605030528697e-01
6.662044592439063384e-02,1.128129225822937509e-01,8.205666314933156569e-01
1.252522400765681979e-03,6.800179208886675264e-03,9.919472983903476759e-01
1.265147496410618378e-06,1.117163385954947409e-06,9.999976176891176571e-01
1.796731174808080880e-02,3.815535835596287062e-02,9.438773298959561853e-01
1.456067484845431731e-08,1.287070680130437027e-08,9.999999725686182783e-01
5.423144858024083735e-08,4.796291653414768222e-08,9.999998978056349186e-01
3.845269840194896004e-08,3.403423981796424456e-08,9.999999275130617704e-01
1.228159052759154824e-06,1.091803978191264592e-06,9.999976800369690944e-01
6.286247134300614943e-08,5.694987014245345381e-08,9.999998801876585075e-01
1.668052971363381441e-04,2.761094414898599813e-03,9.970721002879652239e-01
6.395982613253124545e-07,6.916188688776731117e-07,9.999986687828698040e-01
1.044790631626129132e-02,9.882964715957467394e-01,1.255622087991964484e-03
2.089145518259960810e-01,6.832327537454682131e-01,1.078526944285355393e-01
2.090276120025227891e-01,7.902389830184617381e-01,7.334049790153741952e-04
8.681992884488745066e-01,1.110101637420478765e-01,2.079054780907758915e-02
8.712727071847782279e-01,1.084728842248705583e-01,2.025440859035120347e-02
9.489879582173116335e-01,4.340212305289298245e-02,7.609918729795355462e-03
9.625134225721866388e-01,3.193275657708974369e-02,5.553820850723645286e-03
9.487218053728214695e-01,4.497445410615000250e-02,6.303740521028554887e-03
2.865953840330165772e-02,9.663463565617326223e-01,4.994105034965742526e-03
8.329821376736684657e-02,8.946825493473757884e-01,2.201923688525721928e-02
1.590831368141630564e-02,9.809178997386761578e-01,3.173786579907511389e-03
3.204499323769102737e-02,9.611131249647647534e-01,6.841881797544442992e-03
1.063828423772969489e-02,9.873750282360591601e-01,1.986687526211222167e-03
3.192078293026340274e-02,9.611972313075751728e-01,6.881985762161634337e-03
8.821416044657456879e-02,8.869906735243853202e-01,2.479516602904038858e-02
1.143504921974831424e-02,9.864644060274052606e-01,2.100544752846627249e-03
1.777744848310054693e-02,9.787679277072264261e-01,3.454623809673022621e-03
2.366663026203071341e-01,6.442153297975561355e-01,1.191183675821368138e-01
8.540227071495344602e-02,8.917659915120040859e-01,2.283173777304261035e-02
1.659287040870728314e-01,7.709834469872905993e-01,6.308784892563645830e-02
2.033749343116221867e-02,9.757726780991121673e-01,3.889828469725378941e-03
2.103938185445152487e-01,6.939231870371613820e-01,9.568299441832302243e-02
2.687234061880784952e-01,5.793611854596413258e-01,1.519154083522799292e-01
3.053112529605642167e-01,4.941553803824272340e-01,2.005333666570086049e-01
3.113803017110255977e-01,4.100799615794139541e-01,2.785397367095606702e-01
2.917827502581101309e-02,5.751423554264139398e-02,9.133074894315478254e-01
2.344862130536662093e-01,3.368348147600135900e-01,4.286789721863201730e-01
1.668776664329361947e-02,1.102600913454540935e-02,9.722862242221609330e-01
2.381707053680240209e-03,1.106885906436058100e-03,9.965114070398835011e-01
1.501087321448761440e-02,9.820805315711672590e-01,2.908595214344926721e-03
1.222804140800057802e-02,9.851110450022083631e-01,2.660913589790702815e-03
1.109454030419427389e-02,9.865169517960695744e-01,2.388507899735952192e-03
1.163915294835753296e-02,9.858790394371107491e-01,2.481807614531567931e-03
1.051495899905986221e-02,9.871516558284355591e-01,2.333385172504642835e-03
1.988986835302057263e-02,9.759776428191007103e-01,4.132488827878521079e-03
1.229941302431658036e-02,9.851751266872579293e-01,2.525460288425459068e-03
7.765837026839600248e-03,9.906911302239622685e-01,1.543032749197786879e-03
2.399506136195237935e-02,9.708481012159575485e-01,5.156837422090166691e-03
1.522717453536835686e-01,7.930786365165705121e-01,5.464961812974587774e-02
2.346908618621551534e-02,9.719561121519981750e-01,4.574801661786533427e-03
2.760461946115569387e-01,5.643277243009373612e-01,1.596260810875057834e-01
2.662743320679821293e-02,9.680864164548720341e-01,5.286150338329842317e-03
3.088659376142627866e-01,4.953352125497462177e-01,1.957988498359910512e-01
9.121343125939774810e-01,8.379483232356296774e-02,4.070855082459706557e-03
8.214416103239839673e-02,9.071909560014953522e-01,1.066488296610644190e-02
2.549447066828518585e-02,9.727973130789929757e-01,1.708216252721813126e-03
5.141585589774422954e-02,9.408942580917866172e-01,7.689886010469224389e-03
6.037709526559658507e-02,9.380816540216769805e-01,1.541250712726573808e-03
2.318342978787960029e-02,9.736393360369620664e-01,3.177234175158289483e-03
1.487040704291746895e-01,8.021656613248767664e-01,4.913026824594858566e-02
2.889219904046599202e-02,1.481480381384313871e-01,8.229597628211023919e-01
2.633060772272696900e-07,2.559265720753456406e-07,9.999994807673505681e-01
2.411364842005458336e-06,2.249048639856117295e-06,9.999953395865180950e-01
2.992236138030735394e-03,1.052368801925256982e-02,9.864840758427169121e-01
9.386419699261679822e-03,2.644013007881728522e-02,9.641734502219208025e-01
2.103739540381546192e-07,1.927433508366711865e-07,9.999995968826951298e-01
5.857482218470288354e-02,9.769828099867708393e-02,8.437268968166200533e-01
2.620558398834619700e-06,2.365776492100692874e-06,9.999950136651091226e-01
2.213243531139258922e-07,2.058746956280046673e-07,9.999995728009513085e-01
1.341581366229383886e-06,1.244832274807656398e-06,9.999974135863589630e-01
1.596228175892095409e-06,1.454691969364793169e-06,9.999969490798547023e-01
3.017156992882812406e-06,2.944634075545059544e-06,9.999940382089315127e-01
1.948555720913473233e-01,7.164250981999450429e-01,8.871932970870771706e-02
1.655532081581700954e-01,7.700715248443392724e-01,6.437526699749097914e-02
7.144309629842908460e-02,9.092774865319026567e-01,1.927941716966818583e-02
7.373005325464418447e-02,9.075624872816989708e-01,1.870745946365676496e-02
2.791330528306117942e-01,5.577299027404976073e-01,1.631370444288904875e-01
8.865451865045095858e-02,8.872524799079634095e-01,2.409300144158588522e-02
3.137322280736546953e-01,4.833001903232920782e-01,2.029675816030528934e-01
4.373122080688331831e-02,9.467333227899680237e-01,9.535456403148675347e-03
8.006725327831444583e-02,8.989122816782141312e-01,2.102046504347133971e-02
1.719756227499620593e-02,9.796708881788325218e-01,3.131549546171199377e-03
3.635512023103982804e-01,4.249525021278505732e-01,2.114962955617511742e-01
2.607544461843189221e-01,6.203630879568282630e-01,1.188824658588525929e-01
1.446993149152377665e-02,9.829741574783393832e-01,2.555911030136951648e-03
4.309379374966423870e-02,9.491296077839841416e-01,7.776598466351473948e-03
4.502464609561689091e-02,9.463584149806458790e-01,8.616938923737698514e-03
6.625287658285895775e-02,9.210081130171766661e-01,1.273901039996435357e-02
1.123637007113664071e-01,8.623493716900042516e-01,2.528692759862984085e-02
1.292936655485282804e-01,8.330363190085043890e-01,3.767001544296724735e-02
9.439353921238199940e-02,8.882584412998441037e-01,1.734801948777392466e-02
3.710798214451452304e-02,9.549183814077499832e-01,7.973636447735851090e-03
3.422706352344482422e-02,9.595535596350444063e-01,6.219376841510885698e-03
9.968272715646324389e-02,8.926585437261624900e-01,7.658729117374102162e-03
4.789495655077619096e-01,5.179885108445245745e-01,3.061923647713565323e-03
9.859586083035674076e-01,1.382360706777681358e-02,2.177846286556366355e-04
1.728459713282496507e-02,9.802183945623348382e-01,2.497008304840214049e-03
9.486119049425337235e-02,4.571125511160995525e-01,4.480262583896469364e-01
2.607087261796153635e-06,2.365944223934516722e-06,9.999950269685142779e-01
4.002319410212558425e-04,2.827274287026978420e-03,9.967724937719517619e-01
5.705023761571395634e-07,5.121580523419264776e-07,9.999989173395714692e-01
2.691447135138892479e-08,2.462239502252595837e-08,9.999999484631335589e-01
7.211119487321338006e-03,1.870671426791193498e-02,9.740821662447668450e-01
1.083717084868155754e-07,9.777294305021050155e-08,9.999997938553484289e-01
1.425218446560971297e-01,2.090030381635013534e-01,6.484751171804016279e-01
2.270056537429498562e-07,2.033595412868220502e-07,9.999995696348049634e-01
1.503312265318167847e-10,1.362531957035260910e-10,9.999999997134155771e-01
3.249802175060341937e-07,3.037073855744843748e-07,9.999993713123970229e-01
3.763474603418833723e-03,1.403426772885782957e-02,9.822022576677235106e-01
8.746531668441809293e-02,1.911890525427458187e-01,7.213456307728360883e-01
2.198720985943843353e-01,3.456955735369594551e-01,4.344323278686560430e-01
3.067758573343308259e-01,4.120913788009544221e-01,2.811327638647144744e-01
5.185321214676474194e-02,9.404117905954931800e-01,7.734997257742131857e-03
5.480386553303851632e-02,9.394795725178615164e-01,5.716561949099766872e-03
1.352695815796735312e-01,8.294556677942150902e-01,3.527475062611144796e-02
2.502432319593258722e-02,9.731067432099687053e-01,1.868933594098872884e-03
9.566923926849217885e-01,4.145626120726163266e-02,1.851346107816550200e-03
9.378381259553474347e-01,5.315774141650594226e-02,9.004132628146590059e-03
9.820445130788226784e-01,1.558550326054568801e-02,2.369983660631795348e-03
6.623805678971025346e-01,3.057301190777506616e-01,3.188931302514669969e-02
3.366538582357413850e-02,9.645687519091703521e-01,1.765862267255735325e-03
2.933465291584945759e-04,5.225723074121403286e-03,9.944809303967203640e-01
3.513219707538909524e-08,3.163042643241117601e-08,9.999999332373765704e-01
3.377773190187384071e-08,2.984472395316137917e-08,9.999999363775440298e-01
1.316826011615898672e-03,7.208825459070649852e-03,9.914743485293132652e-01
4.932655699761260123e-08,4.351829357155730921e-08,9.999999071551494145e-01
2.471290995161770593e-06,2.184106518812179351e-06,9.999953446024860693e-01
1.581746206084114938e-08,1.395590290112886150e-08,9.999999702266350043e-01
8.187475600899209506e-07,7.229550766998027278e-07,9.999984582973631131e-01
5.374220873349496753e-03,1.366569081389112580e-02,9.809600883127593818e-01
8.198670849087147730e-03,1.960418032157937307e-02,9.721971488293337238e-01
3.894376552400317752e-08,3.437621514425564209e-08,9.999999266800192466e-01
7.348249672259609974e-08,6.490206446216841505e-08,9.999998616154388564e-01
8.921268125347928180e-08,7.870646414940082845e-08,9.999998320808545227e-01
4.821638494048944381e-08,4.255150311476078811e-08,9.999999092321119054e-01
3.475434327679763011e-08,3.069187128575587853e-08,9.999999345537855522e-01
6.002200629688897777e-07,5.309324285574927039e-07,9.999988688475085485e-01
2.890944434113195540e-06,2.554465251758887001e-06,9.999945545903141664e-01
5.967351642897789771e-04,3.890825687694924977e-03,9.955124391480152379e-01
5.165921838757660950e-03,1.337807463317926965e-02,9.814560035280630590e-01
3.770791315022485601e-02,7.255713027398096038e-02,8.897349565757942669e-01
